person_id,publication_id,author_position,raw_author_name,is_corresponding,sort_order
A5071679701,W2081155210,last,Mark R. Leary,0,1
A5013165905,W2037557484,first,Jacob Cohen,1,0
A5065916093,W2018201949,first,P. M. Bentler,1,0
A5101509249,W2122912498,first,James C. Anderson,1,0
A5038025961,W2122912498,last,David W. Gerbing,0,1
A5019172558,W2055461003,first,Sheldon Cohen,1,0
A5011300391,W2055461003,last,Thomas A. Wills,0,1
A5065916093,W2149608872,first,P. M. Bentler,1,0
A5025500757,W2149608872,last,Douglas G. Bonett,0,1
A5058047443,W2141403362,first,Patrick E. Shrout,1,0
A5021008604,W2141403362,last,Joseph L. Fleiss,0,1
A5110292390,W2024509488,first,Donald T. Campbell,1,0
A5060645271,W2024509488,last,Donald W. Fiske,0,1
A5004154542,W2122517769,first,Edward L. Deci,1,0
A5001390698,W2122517769,last,Richard M. Ryan,0,1
A5110670884,W1984314602,first,George A. Miller,1,0
A5020076556,W2097780989,first,Hazel R. Markus,1,0
A5025375729,W2097780989,last,Shinobu Kitayama,0,1
W4292808503-person-0,W4292808503,first,Albert Bandura,1,0
A5110910530,W2134049139,first,Albert Bandura,1,0
A5110670884,W2579555219,first,George A. Miller,1,0
A5109091920,W4292542163,first,A. H. Maslow,1,0
A5028378139,W2159401492,first,Patricia Cohen,1,0
A5028378139,W2159401492,middle,Patricia Cohen,0,1
A5108089949,W2159401492,middle,Stephen G. West,0,2
A5063923755,W2159401492,last,Leona S. Aiken,0,3
A5024894593,W2159306398,first,Lee J. Cronbach,1,0
A5068353058,W2991792334,first,David Moher,1,0
A5113499690,W2991792334,middle,Alessandro Liberati,0,1
A5076572041,W2991792334,middle,Jennifer Tetzlaff,0,2
A5042962646,W2991792334,middle,Douglas G Altman,0,3
W2991792334-person-4,W2991792334,last,,0,4
W1964184380-person-0,W1964184380,first,M Kuro-o,1,0
W1964184380-person-1,W1964184380,middle,Y Matsumura,0,1
W1964184380-person-2,W1964184380,middle,H Aizawa,0,2
W1964184380-person-3,W1964184380,middle,H Kawaguchi,0,3
W1964184380-person-4,W1964184380,middle,T Suga,0,4
W1964184380-person-5,W1964184380,middle,T Utsugi,0,5
W1964184380-person-6,W1964184380,middle,Y Ohyama,0,6
W1964184380-person-7,W1964184380,middle,M Kurabayashi,0,7
W1964184380-person-8,W1964184380,middle,T Kaname,0,8
W1964184380-person-9,W1964184380,middle,E Kume,0,9
W1964184380-person-10,W1964184380,middle,H Iwasaki,0,10
W1964184380-person-11,W1964184380,middle,A Iida,0,11
W1964184380-person-12,W1964184380,middle,T Shiraki-Iida,0,12
W1964184380-person-13,W1964184380,middle,S Nishikawa,0,13
W1964184380-person-14,W1964184380,middle,R Nagai,0,14
W1964184380-person-15,W1964184380,last,Y I Nabeshima,0,15
A5073962608,W2037377025,first,J E Ware,1,0
A5005053706,W2037377025,last,C D Sherbourne,0,1
A5052174858,W843007777,first,Matthias Thommes,1,0
A5028006288,W843007777,middle,Katsumi Kaneko,0,1
A5013313042,W843007777,middle,Alexander V. Neimark,0,2
A5103493080,W843007777,middle,James P. Olivier,0,3
A5024173189,W843007777,middle,Francisco Rodriguez-Reinoso,0,4
A5037112503,W843007777,middle,Jean Rouquerol,0,5
A5112196810,W843007777,last,Kenneth S.W. Sing,0,6
A5013706446,W1980704616,first,K. S. W. Sing,1,0
A5091255592,W2142225512,first,Hsiu-Fang Hsieh,1,0
A5069080391,W2142225512,last,Sarah E. Shannon,0,1
A5054729605,W1979290264,first,Virginia Braun,1,0
A5045921227,W1979290264,last,Victoria Clarke,0,1
A5054729605,W2950504429,first,Virginia Braun,0,0
A5045921227,W2950504429,last,Victoria Clarke,1,1
A5051170302,W3025949386,first,Hans Hersbach,1,0
A5015001509,W3025949386,middle,Bill Bell,0,1
A5025954456,W3025949386,middle,Paul Berrisford,0,2
A5052671847,W3025949386,middle,Shoji Hirahara,0,3
A5087576182,W3025949386,middle,András Horányi,0,4
A5049740980,W3025949386,middle,Joaquín Muñoz‐Sabater,0,5
A5076677580,W3025949386,middle,Julien Nicolas,0,6
A5088422081,W3025949386,middle,Carole Peubey,0,7
A5085254598,W3025949386,middle,Raluca Radu,0,8
A5079340690,W3025949386,middle,Dinand Schepers,0,9
A5086244205,W3025949386,middle,Adrian Simmons,0,10
A5060475316,W3025949386,middle,Cornel Soci,0,11
W3025949386-person-12,W3025949386,middle,Saleh Abdalla,0,12
A5018520453,W3025949386,middle,Xavier Abellan,0,13
A5021304034,W3025949386,middle,Gianpaolo Balsamo,0,14
A5005317955,W3025949386,middle,Peter Bechtold,0,15
A5013657038,W3025949386,middle,Gionata Biavati,0,16
A5038545789,W3025949386,middle,Jean Bidlot,0,17
A5048323819,W3025949386,middle,Massimo Bonavita,0,18
A5058425683,W3025949386,middle,Giovanna De Chiara,0,19
A5060417938,W3025949386,middle,Per Dahlgren,0,20
A5019171397,W3025949386,middle,Dick Dee,0,21
A5040608006,W3025949386,middle,Michail Diamantakis,0,22
A5020478929,W3025949386,middle,Rossana Dragani,0,23
A5062518836,W3025949386,middle,Johannes Flemming,0,24
A5012391383,W3025949386,middle,Richard Forbes,0,25
A5101728847,W3025949386,middle,Manuel Fuentes,0,26
A5022496698,W3025949386,middle,Alan Geer,0,27
A5112530752,W3025949386,middle,Leo Haimberger,0,28
A5027951850,W3025949386,middle,Sean Healy,0,29
A5081199934,W3025949386,middle,Robin J. Hogan,0,30
A5033708738,W3025949386,middle,Elías Hólm,0,31
A5011616795,W3025949386,middle,Marta Janisková,0,32
A5088749134,W3025949386,middle,Sarah Keeley,0,33
A5008668264,W3025949386,middle,Patrick Laloyaux,0,34
A5024435893,W3025949386,middle,Philippe Lopez,0,35
A5024245007,W3025949386,middle,Cristina Lupu,0,36
A5016465897,W3025949386,middle,Gabor Radnoti,0,37
A5056408351,W3025949386,middle,Patricia de Rosnay,0,38
A5018816610,W3025949386,middle,Iryna Rozum,0,39
A5073268552,W3025949386,middle,Freja Vamborg,0,40
A5023844474,W3025949386,middle,Sebastien Villaume,0,41
A5019775443,W3025949386,last,Jean‐Noël Thépaut,0,42
A5019171397,W2121745948,first,D. P. Dee,1,0
A5059712250,W2121745948,middle,S. M. Uppala,0,1
A5086244205,W2121745948,middle,A. J. Simmons,0,2
A5025954456,W2121745948,middle,P. Berrisford,0,3
A5006477339,W2121745948,middle,P. Poli,0,4
A5101968884,W2121745948,middle,S. Kobayashi,0,5
A5058313508,W2121745948,middle,U. Andrae,0,6
A5025245190,W2121745948,middle,M. A. Balmaseda,0,7
A5021304034,W2121745948,middle,G. Balsamo,0,8
A5063590572,W2121745948,middle,P. Bauer,0,9
A5005317955,W2121745948,middle,P. Bechtold,0,10
A5055141479,W2121745948,middle,A. C. M. Beljaars,0,11
A5089893731,W2121745948,middle,L. van de Berg,0,12
A5038545789,W2121745948,middle,J. Bidlot,0,13
A5066723581,W2121745948,middle,N. Bormann,0,14
A5045522187,W2121745948,middle,C. Delsol,0,15
A5020478929,W2121745948,middle,R. Dragani,0,16
A5101728847,W2121745948,middle,M. Fuentes,0,17
A5022496698,W2121745948,middle,A. J. Geer,0,18
A5052469447,W2121745948,middle,L. Haimberger,0,19
A5027951850,W2121745948,middle,S. B. Healy,0,20
A5051170302,W2121745948,middle,H. Hersbach,0,21
A5033708738,W2121745948,middle,E. V. Hólm,0,22
A5077553041,W2121745948,middle,L. Isaksen,0,23
A5070479555,W2121745948,middle,P. Kållberg,0,24
A5070440991,W2121745948,middle,M. Köhler,0,25
A5039540503,W2121745948,middle,M. Matricardi,0,26
A5068060699,W2121745948,middle,A. P. McNally,0,27
A5089650299,W2121745948,middle,B. M. Monge‐Sanz,0,28
A5082500727,W2121745948,middle,J.‐J. Morcrette,0,29
A5007747377,W2121745948,middle,B.‐K. Park,0,30
A5088422081,W2121745948,middle,C. Peubey,0,31
A5056408351,W2121745948,middle,P. de Rosnay,0,32
A5009335676,W2121745948,middle,C. Tavolato,0,33
A5019775443,W2121745948,middle,J.‐N. Thépaut,0,34
A5049168910,W2121745948,last,F. Vitart,0,35
A5103540997,W2157825442,first,J A Hanley,1,0
A5110202214,W2157825442,last,B J McNeil,0,1
A5084771969,W2124758339,first,Jeffrey M. Wooldridge,1,0
A5073608364,W2102074887,first,M. Z. Hasan,1,0
A5003262716,W2102074887,last,C. L. Kane,0,1
A5001361375,W2105685140,first,A. H. Castro Neto,1,0
A5073467817,W2105685140,middle,F. Guinea,0,1
A5000953435,W2105685140,middle,N. M. R. Peres,0,2
A5072248970,W2105685140,middle,K. S. Novoselov,0,3
A5058357018,W2105685140,last,A. K. Geim,0,4
A5012905268,W2124637492,first,Réka Albert,1,0
A5038976962,W2124637492,last,Albert-László Barabási,0,1
A5056014764,W2021365718,first,Miguel Pinto Caldas,1,0
A5042614574,W2002664886,first,Henri Guitton,1,0
A5111503488,W2002664886,last,S. Siegel,0,1
A5108677812,W1658908529,first,Anselm L. Strauss,1,0
A5002394578,W1658908529,last,Juliet Corbin,0,1
A5102150038,W2121044470,first,Sture Holm,1,0
A5112198450,W2140606211,first,S. R. Kay,1,0
A5025529228,W2140606211,middle,A. Fiszbein,0,1
A5114803298,W2140606211,last,L. A. Opler,0,2
A5060241561,W2012034410,first,Mathias Uhlén,1,0
A5021112720,W2012034410,middle,Linn Fagerberg,0,1
A5111957223,W2012034410,middle,Björn M. Hallström,0,2
A5029528576,W2012034410,middle,Cecilia Lindskog,0,3
A5039653029,W2012034410,middle,Per Oksvold,0,4
A5033316206,W2012034410,middle,Adil Mardinoglu,0,5
A5085999299,W2012034410,middle,Åsa Sivertsson,0,6
A5111811912,W2012034410,middle,Caroline Kampf,0,7
A5090268234,W2012034410,middle,Evelina Sjöstedt,0,8
A5113666085,W2012034410,middle,Anna Asplund,0,9
A5011552511,W2012034410,middle,IngMarie Olsson,0,10
A5068024327,W2012034410,middle,Karolina Edlund,0,11
A5052101351,W2012034410,middle,Emma Lundberg,0,12
A5002591650,W2012034410,middle,Sanjay Navani,0,13
A5011856162,W2012034410,middle,Cristina Al-Khalili Szigyarto,0,14
A5080838497,W2012034410,middle,Jacob Odeberg,0,15
A5089680427,W2012034410,middle,Dijana Djureinovic,0,16
A5053939002,W2012034410,middle,Jenny Ottosson Takanen,0,17
A5044920044,W2012034410,middle,Sophia Hober,0,18
A5042500540,W2012034410,middle,Tove Alm,0,19
A5109214692,W2012034410,middle,Per-Henrik Edqvist,0,20
A5065295688,W2012034410,middle,Holger Berling,0,21
A5056614607,W2012034410,middle,Hanna Tegel,0,22
A5006871697,W2012034410,middle,Jan Mulder,0,23
A5005928603,W2012034410,middle,Johan Rockberg,0,24
A5084408140,W2012034410,middle,Peter Nilsson,0,25
A5032913515,W2012034410,middle,Jochen M. Schwenk,0,26
A5107368587,W2012034410,middle,Marica Hamsten,0,27
A5040376096,W2012034410,middle,Kalle von Feilitzen,0,28
A5110017313,W2012034410,middle,Mattias Forsberg,0,29
A5020089964,W2012034410,middle,Lukas Persson,0,30
A5035416322,W2012034410,middle,Fredric Johansson,0,31
A5052117578,W2012034410,middle,Martin Zwahlen,0,32
A5007682824,W2012034410,middle,Gunnar von Heijne,0,33
A5083238115,W2012034410,middle,Jens Nielsen,0,34
A5005639182,W2012034410,last,Fredrik Pontén,0,35
A5080765172,W2064815984,first,Le Cong,1,0
A5109381048,W2064815984,middle,F. Ann Ran,1,1
A5100763987,W2064815984,middle,David Cox,0,2
A5110288404,W2064815984,middle,Shuailiang Lin,0,3
A5033377296,W2064815984,middle,Robert Barretto,0,4
A5072175751,W2064815984,middle,Naomi Habib,0,5
A5060049408,W2064815984,middle,Patrick D. Hsu,0,6
A5037201682,W2064815984,middle,Xuebing Wu,0,7
A5101516462,W2064815984,middle,Wenyan Jiang,0,8
A5087893982,W2064815984,middle,Luciano A. Marraffini,0,9
A5100401298,W2064815984,last,Feng Zhang,1,10
A5031841140,W2141939342,first,Hiroyasu Furukawa,1,0
A5030127969,W2141939342,middle,Kyle E. Cordova,0,1
A5014703870,W2141939342,middle,Michael O’Keeffe,0,2
A5044268160,W2141939342,last,Omar M. Yaghi,0,3
A5000173541,W2045435533,first,Martin Jinek,1,0
A5062136919,W2045435533,middle,Krzysztof Chylinski,1,1
A5081033943,W2045435533,middle,Ines Fonfara,0,2
A5062738098,W2045435533,middle,Michael Hauer,0,3
A5067184382,W2045435533,middle,Jennifer A. Doudna,1,4
A5074743574,W2045435533,last,Emmanuelle Charpentier,1,5
A5006842434,W2097259163,first,Matthew G. Vander Heiden,0,0
A5057032257,W2097259163,middle,Lewis C. Cantley,1,1
A5053752263,W2097259163,last,Craig B. Thompson,1,2
A5102758719,W2010971702,first,Changgu Lee,0,0
A5042779337,W2010971702,middle,Xiaoding Wei,0,1
A5084602377,W2010971702,middle,Jeffrey W. Kysar,0,2
A5007197576,W2010971702,last,James Hone,1,3
A5108093963,W2100495367,first,G. E. Hinton,1,0
A5071983998,W2100495367,last,R. R. Salakhutdinov,0,1
A5072248970,W2058122340,first,K. S. Novoselov,0,0
A5058357018,W2058122340,middle,A. K. Geim,1,1
A5088527376,W2058122340,middle,S. V. Morozov,0,2
A5024028137,W2058122340,middle,D. Jiang,0,3
A5035053309,W2058122340,middle,Y. Zhang,0,4
A5072442751,W2058122340,middle,S. V. Dubonos,0,5
A5076577191,W2058122340,middle,I. V. Grigorieva,0,6
A5001198014,W2058122340,last,A. A. Firsov,0,7
A5038976962,W2008620264,first,Albert-László Barabási,1,0
A5012905268,W2008620264,last,Réka Albert,0,1
A5028050718,W2159999899,first,Mark F. Pittenger,1,0
A5108244617,W2159999899,middle,Alastair M. Mackay,0,1
A5103572770,W2159999899,middle,Stephen C. Beck,0,2
A5113643074,W2159999899,middle,Rama K. Jaiswal,0,3
A5010445014,W2159999899,middle,Robin Douglas,0,4
A5109201245,W2159999899,middle,Joseph D. Mosca,0,5
A5112196905,W2159999899,middle,Mark A. Moorman,0,6
A5003416662,W2159999899,middle,Donald W. Simonetti,0,7
A5108530731,W2159999899,middle,Stewart Craig,0,8
A5111606958,W2159999899,last,Daniel R. Marshak,0,9
A5110114336,W2086943348,first,James A. Thomson,1,0
A5112422196,W2086943348,middle,Joseph Itskovitz-Eldor,0,1
A5110386118,W2086943348,middle,Sander S. Shapiro,0,2
A5078228713,W2086943348,middle,Michelle A. Waknitz,0,3
A5089205764,W2086943348,middle,Jennifer J. Swiergiel,0,4
A5109869056,W2086943348,middle,Vivienne S. Marshall,0,5
A5102925448,W2086943348,last,Jeffrey M. Jones,0,6
A5026977942,W2032118018,first,Randall K. Saiki,1,0
A5025753082,W2032118018,middle,David H. Gelfand,0,1
A5075660307,W2032118018,middle,Susanne Stoffel,0,2
A5109113477,W2032118018,middle,Stephen J. Scharf,0,3
A5112087783,W2032118018,middle,Russell Higuchi,0,4
A5082020229,W2032118018,middle,Glenn T. Horn,0,5
A5073738482,W2032118018,middle,Kary B. Mullis,0,6
W2032118018-person-7,W2032118018,last,Henry A. Erlich,0,7
A5013336788,W2024060531,first,S. Kirkpatrick,1,0
A5043473326,W2024060531,middle,C. D. Gelatt,0,1
A5082059084,W2024060531,last,M. P. Vecchi,0,2
A5102740532,W2062663664,first,Robert Axelrod,1,0
A5053628685,W2062663664,last,William D. Hamilton,0,1
A5000234995,W2096452841,first,Amos Tversky,1,0
A5111995000,W2096452841,last,Daniel Kahneman,0,1
A5000234995,W4292157289,first,Amos Tversky,1,0
A5111995000,W4292157289,last,Daniel Kahneman,0,1
A5111448232,W2226396244,first,Garrett Hardin,1,0
A5046986222,W2737217596,first,Roland Geyer,1,0
A5084129541,W2737217596,middle,Jenna R. Jambeck,0,1
A5074822720,W2737217596,last,Kara Lavender Law,0,2
A5014978419,W2114843025,first,Jianjiong Gao,1,0
A5020220136,W2114843025,middle,Bülent Arman Aksoy,0,1
A5006798669,W2114843025,middle,Ugur Dogrusoz,0,2
A5090601001,W2114843025,middle,Gideon Dresdner,0,3
A5026873890,W2114843025,middle,Benjamin Gross,0,4
A5020961360,W2114843025,middle,S. Onur Sumer,0,5
A5027373743,W2114843025,middle,Yichao Sun,0,6
A5049766408,W2114843025,middle,Anders Jacobsen,0,7
A5039042860,W2114843025,middle,Rileen Sinha,0,8
A5050629872,W2114843025,middle,Erik Larsson,0,9
A5071787046,W2114843025,middle,Ethan Cerami,0,10
A5008166270,W2114843025,middle,Chris Sander,0,11
A5033125884,W2114843025,last,Nikolaus Schultz,0,12
A5067974158,W2302501749,first,Mark D. Wilkinson,0,0
A5044836472,W2302501749,middle,Michel Dumontier,0,1
A5028351438,W2302501749,middle,IJsbrand Jan Aalbersberg,0,2
A5030388625,W2302501749,middle,Gabrielle Appleton,0,3
A5027743525,W2302501749,middle,Myles Axton,0,4
A5103172054,W2302501749,middle,Arie Baak,0,5
A5010916394,W2302501749,middle,Niklas Blomberg,0,6
A5069885178,W2302501749,middle,Jan-Willem Boiten,0,7
A5067310105,W2302501749,middle,Luiz Bonino da Silva Santos,0,8
A5075833022,W2302501749,middle,Philip E. Bourne,0,9
A5061463439,W2302501749,middle,Jildau Bouwman,0,10
A5007022165,W2302501749,middle,Anthony J. Brookes,0,11
A5007020202,W2302501749,middle,Tim Clark,0,12
A5056421325,W2302501749,middle,Mercè Crosas,0,13
A5086032272,W2302501749,middle,Ingrid Dillo,0,14
A5050655123,W2302501749,middle,Olivier Dumon,0,15
A5091565842,W2302501749,middle,Scott Edmunds,0,16
A5075750072,W2302501749,middle,Chris T. Evelo,0,17
A5091360374,W2302501749,middle,Richard Finkers,0,18
A5086246448,W2302501749,middle,Alejandra Gonzalez-Beltran,0,19
A5016133956,W2302501749,middle,Alasdair J.G. Gray,0,20
A5034924491,W2302501749,middle,Paul Groth,0,21
A5027899893,W2302501749,middle,Carole Goble,0,22
A5076014872,W2302501749,middle,Jeffrey S. Grethe,0,23
A5103164604,W2302501749,middle,Jaap Heringa,0,24
A5021033668,W2302501749,middle,Peter A.C ’t Hoen,0,25
A5033074461,W2302501749,middle,Rob Hooft,0,26
A5016394820,W2302501749,middle,Tobias Kuhn,0,27
A5069864756,W2302501749,middle,Ruben Kok,0,28
A5012010960,W2302501749,middle,Joost Kok,0,29
A5076459682,W2302501749,middle,Scott J. Lusher,0,30
A5061037631,W2302501749,middle,Maryann E. Martone,0,31
A5082106745,W2302501749,middle,Albert Mons,0,32
A5074742346,W2302501749,middle,Abel L. Packer,0,33
A5052620448,W2302501749,middle,Bengt Persson,0,34
A5018395535,W2302501749,middle,Philippe Rocca-Serra,0,35
A5021179422,W2302501749,middle,Marco Roos,0,36
A5010012493,W2302501749,middle,Rene van Schaik,0,37
A5008806860,W2302501749,middle,Susanna-Assunta Sansone,0,38
A5043231938,W2302501749,middle,Erik Schultes,0,39
A5027225010,W2302501749,middle,Thierry Sengstag,0,40
A5003303412,W2302501749,middle,Ted Slater,0,41
A5082263504,W2302501749,middle,George Strawn,0,42
A5052368642,W2302501749,middle,Morris A. Swertz,0,43
A5039828193,W2302501749,middle,Mark Thompson,0,44
A5023215576,W2302501749,middle,Johan van der Lei,0,45
A5053857782,W2302501749,middle,Erik van Mulligen,0,46
A5001384753,W2302501749,middle,Jan Velterop,0,47
A5048705669,W2302501749,middle,Andra Waagmeester,0,48
A5056816256,W2302501749,middle,Peter Wittenburg,0,49
A5087859284,W2302501749,middle,Katherine Wolstencroft,0,50
A5100744623,W2302501749,middle,Jun Zhao,0,51
A5070745825,W2302501749,last,Barend Mons,1,52
A5050526698,W2580767461,first,Michiru Nishita,1,0
A5107657538,W2580767461,middle,Seung-Yeol Park,0,1
A5045599140,W2580767461,middle,Tadashi Nishio,0,2
A5025596722,W2580767461,middle,Koki Kamizaki,0,3
A5100398365,W2580767461,middle,ZhiChao Wang,0,4
A5026483005,W2580767461,middle,Kota Tamada,0,5
A5001786419,W2580767461,middle,Toru Takumi,0,6
A5106133480,W2580767461,middle,Ryuju Hashimoto,0,7
A5000652565,W2580767461,middle,Hiroki Otani,0,8
A5040274092,W2580767461,middle,Gregory J. Pazour,0,9
A5061082822,W2580767461,middle,Victor W. Hsu,0,10
A5008413640,W2580767461,last,Yasuhiro Minami,0,11
A5088300158,W2593436234,first,Antoine Daina,1,0
A5009968141,W2593436234,middle,Olivier Michielin,0,1
A5049236772,W2593436234,last,Vincent Zoete,0,2
A5079208483,W2150220236,first,Nees Jan van Eck,1,0
A5027467000,W2150220236,last,Ludo Waltman,0,1
A5003077083,W2148606196,first,M. E. J. Newman,1,0
A5070851390,W197066864,first,Murray W. Johns,1,0
A5084106347,W2329395632,first,Helmut R. Wagner,1,0
A5044483808,W2329395632,middle,Barney G. Glaser,0,1
A5108677812,W2329395632,last,Anselm L. Strauss,0,2
A5109562869,W2056944867,first,Linton C. Freeman,1,0
A5036983792,W3210839039,first,Stephen Boyd,1,0
A5069598493,W3210839039,middle,Laurent El Ghaoui,0,1
A5033911409,W3210839039,middle,Eric Feron,0,2
A5022664058,W3210839039,last,Venkataramanan Balakrishnan,0,3
A5067803369,W1992193527,first,Michael W. Browne,1,0
A5032625379,W1992193527,last,Robert Cudeck,0,1
A5052129734,W1031578623,first,Mark James Abraham,1,0
A5073365583,W1031578623,middle,Teemu Murtola,0,1
A5041396463,W1031578623,middle,Roland Schulz,0,2
A5009705616,W1031578623,middle,Szilárd Páll,0,3
A5018366869,W1031578623,middle,Jeremy C. Smith,0,4
A5050108763,W1031578623,middle,Berk Hess,0,5
A5008875190,W1031578623,last,Erik Lindahl,0,6
A5021166281,W2798643531,first,GEORGE W. SNEDECOR,1,0
A5067074103,W2091160252,first,A. WALKLEY,1,0
A5110178553,W2091160252,last,I. ARMSTRONG BLACK,0,1
A5067513167,W2162604832,first,M. Th. van Genuchten,1,0
A5013327075,W3121147769,first,Michael C. Munger,1,0
A5111418782,W3121147769,last,Douglass C. North,0,1
A5028474518,W4294214781,first,David H. Brainard,1,0
A5045744709,W2787894218,first,Trevor Hastie,1,0
A5027340494,W2787894218,middle,Robert Tibshirani,0,1
A5020427483,W2787894218,last,Jerome Friedman,0,2
A5045744709,W1480376833,first,Trevor Hastie,1,0
A5108251783,W1480376833,middle,Jerome Friedman,0,1
A5027340494,W1480376833,last,Robert Tibshirani,0,2
A5028277431,W2058815839,first,Hirotogu Akaike,1,0
A5113535594,W1979300931,first,E. L. Kaplan,1,0
A5103404782,W1979300931,last,Paul Meier,0,1
A5103401463,W1580788756,first,David R. Cox,1,0
A5084078930,W2337002970,first,Kimberle Crenshaw,1,0
A5072009257,W4300107936,first,Leon Festinger,1,0
A5044319865,W1513618424,first,W. N. Venables,1,0
A5006582101,W1513618424,last,B. D. Ripley,0,1
A5074093929,W2148534890,first,Andrew Gelman,1,0
A5071941451,W2148534890,last,Donald B. Rubin,0,1
A5111843956,W1518897246,first,Alain F. Zuur,1,0
A5012910967,W1518897246,middle,Elena N. Ieno,0,1
A5110696956,W1518897246,middle,Neil Walker,0,2
A5048370266,W1518897246,middle,Anatoly A. Saveliev,0,3
A5103385359,W1518897246,last,Graham M. Smith,0,4
A5031195893,W2126930838,first,Julian P. T. Higgins,1,0
A5103553598,W2126930838,last,Simon G. Thompson,0,1
A5016373986,W2123709218,first,David J. Teece,1,0
A5070610744,W2123709218,middle,Gary Pisano,0,1
A5030458650,W2123709218,last,Amy Shuen,0,2
A5029664893,W2140956556,first,Birger Wernerfelt,1,0
A5045479885,W2071666535,first,Li‐tze Hu,1,0
A5065916093,W2071666535,last,Peter M. Bentler,0,1
A5101670626,W2543580944,first,Riccardo Poli,1,0
A5102905570,W2543580944,middle,James Kennedy,0,1
A5078630420,W2543580944,last,Tim Blackwell,0,2
A5048208979,W2148698435,first,Fredrik Ronquist,1,0
A5058899830,W2148698435,middle,Maxim Teslenko,0,1
A5086733446,W2148698435,middle,Paul van der Mark,0,2
A5112398863,W2148698435,middle,Daniel L. Ayres,0,3
A5047169338,W2148698435,middle,Aaron Darling,0,4
A5110768391,W2148698435,middle,Sebastian Höhna,0,5
A5053292653,W2148698435,middle,Bret Larget,0,6
A5100322392,W2148698435,middle,Liang Liu,0,7
A5039905606,W2148698435,middle,Marc A. Suchard,0,8
A5068909032,W2148698435,last,John P. Huelsenbeck,0,9
A5079627910,W2111211467,first,Stéphane Guindon,0,0
A5034589995,W2111211467,middle,Jean-François Dufayard,0,1
A5088743342,W2111211467,middle,Vincent Lefort,0,2
A5046692009,W2111211467,middle,Maria Anisimova,0,3
A5053511679,W2111211467,middle,Wim Hordijk,0,4
A5078068308,W2111211467,last,Olivier Gascuel,1,5
A5079627910,W2103546861,first,Stéphane Guindon,1,0
A5078068308,W2103546861,last,Olivier Gascuel,0,1
A5026923999,W2560438049,first,Mourad Ouzzani,1,0
A5048380144,W2560438049,middle,Hossam Hammady,0,1
A5045912789,W2560438049,middle,Zbys Fedorowicz,0,2
A5089912733,W2560438049,last,Ahmed Elmagarmid,0,3
W2161374186-person-0,W2161374186,first,PRISMA-P Group,1,0
A5068353058,W2161374186,middle,David Moher,0,1
A5091561305,W2161374186,middle,Larissa Shamseer,0,2
A5068789733,W2161374186,middle,Mike Clarke,0,3
A5043048253,W2161374186,middle,Davina Ghersi,0,4
A5113499690,W2161374186,middle,Alessandro Liberati,0,5
A5055244038,W2161374186,middle,Mark Petticrew,0,6
A5109914479,W2161374186,middle,Paul Shekelle,0,7
A5082927689,W2161374186,last,Lesley A Stewart,0,8
W2034562813-person-0,W2034562813,first,"Draper, Norman Richard",1,0
W2034562813-person-1,W2034562813,last,"Smith, Harry",0,1
A5045836736,W2148603752,first,Yuhai Wu,1,0
A5062753972,W2148603752,last,Vladimir N. Vapnik,0,1
A5110163574,W4300870773,first,Keith Muller,1,0
A5102808166,W4300870773,last,Jacob Cohen,0,1
A5110163574,W4240402692,first,Keith Muller,1,0
A5114015857,W2801179766,first,D. B. Owen,1,0
A5053484459,W2801179766,middle,Milton Abramowitz,0,1
A5078393948,W2801179766,last,Irene A. Stegun,0,2
A5016597149,W2317574555,first,R. D'Amico,1,0
A5051460895,W2161633633,first,Shaun Purcell,1,0
A5015235673,W2161633633,middle,Benjamin Neale,0,1
A5059286326,W2161633633,middle,Kathe Todd-Brown,0,2
A5112983468,W2161633633,middle,Lori Thomas,0,3
A5074490470,W2161633633,middle,Manuel A.R. Ferreira,0,4
A5085836147,W2161633633,middle,David Bender,0,5
A5026130275,W2161633633,middle,Julian Maller,0,6
A5113577680,W2161633633,middle,Pamela Sklar,0,7
A5066704276,W2161633633,middle,Paul I.W. de Bakker,0,8
A5107596541,W2161633633,middle,Mark J. Daly,0,9
A5018516395,W2161633633,last,Pak C. Sham,0,10
A5069849313,W1965555277,first,S. Kullback,1,0
A5044153519,W1965555277,last,R. A. Leibler,0,1
A5020427483,W1678356000,first,Jerome H. Friedman,1,0
A5108435406,W2117897510,first,B. Efron,1,0
A5017158718,W2073832139,first,Adam G. Riess,1,0
A5044578338,W2073832139,middle,Alexei V. Filippenko,0,1
A5013055860,W2073832139,middle,Peter Challis,0,2
A5067881179,W2073832139,middle,Alejandro Clocchiatti,0,3
A5066147484,W2073832139,middle,Alan Diercks,0,4
A5024387678,W2073832139,middle,Peter M. Garnavich,0,5
A5112658480,W2073832139,middle,Ron L. Gilliland,0,6
A5032945933,W2073832139,middle,Craig J. Hogan,0,7
A5018303472,W2073832139,middle,Saurabh Jha,0,8
A5085107775,W2073832139,middle,Robert P. Kirshner,0,9
A5081952162,W2073832139,middle,B. Leibundgut,0,10
A5077055351,W2073832139,middle,M. M. Phillips,0,11
A5087598092,W2073832139,middle,David Reiss,0,12
A5023063594,W2073832139,middle,Brian P. Schmidt,0,13
A5108120339,W2073832139,middle,Robert A. Schommer,0,14
A5104475182,W2073832139,middle,R. Chris Smith,0,15
A5037626921,W2073832139,middle,J. Spyromilio,0,16
