id,type,person_id,label,display_name,orcid
person:A5088465776,person,A5088465776,R. Ditchfield,R. Ditchfield,https://orcid.org/0000-0003-3984-1360
person:A5011466656,person,A5011466656,R. E. Kalman,R. E. Kalman,
person:A5015746014,person,A5015746014,R. E. Smalley,R. E. Smalley,
person:A5055698218,person,A5055698218,R. Enami,R. Enami,
person:A5050630131,person,A5050630131,R. F. Curl,R. F. Curl,
person:A5078798103,person,A5078798103,R. G. D. Steel,R. G. D. Steel,
person:A5003040118,person,A5003040118,R. G. McMahon,R. G. McMahon,https://orcid.org/0000-0001-8447-8869
person:A5082956608,person,A5082956608,R. Giannitrapani,R. Giannitrapani,
person:A5010445014,person,A5010445014,R. Gordon Douglas,R. Gordon Douglas,
person:A5088185191,person,A5088185191,R. Hamatsu,R. Hamatsu,
person:A5085107775,person,A5085107775,R. Kirshner,R. Kirshner,https://orcid.org/0000-0002-1966-3942
person:A5109987723,person,A5109987723,R. Krishnan,R. Krishnan,
person:A5111791838,person,A5111791838,R. Mead,R. Mead,
person:A5009898984,person,A5009898984,R. Michael Tuttle,R. Michael Tuttle,https://orcid.org/0000-0001-9899-9702
person:A5072309854,person,A5072309854,R. Nartallo,R. Nartallo,
person:A5088498607,person,A5088498607,R. P. Snaith,R. P. Snaith,
person:A5068381373,person,A5068381373,R. P. Waldren,R. P. Waldren,
person:A5064867579,person,A5064867579,R. Pain,R. Pain,https://orcid.org/0000-0003-4016-6067
person:A5022656140,person,A5022656140,R. Pellegrino,R. Pellegrino,
person:A5056247138,person,A5056247138,R. Quimby,R. Quimby,https://orcid.org/0000-0001-9171-5236
person:A5109886075,person,A5109886075,R. Raskin,R. Raskin,
person:A5061520454,person,A5061520454,R. Reynolds,R. Reynolds,
person:A5044012216,person,A5044012216,R. Shownkeen,R. Shownkeen,
person:A5080304823,person,A5080304823,R. W. Christy,R. W. Christy,
person:A5043582447,person,A5043582447,R. W. Plumb,R. W. Plumb,
person:A5109974163,person,A5109974163,R.C. Eberhart,R.C. Eberhart,
person:A5110046289,person,A5110046289,R.O. Mirimanoff,R.O. Mirimanoff,
person:A5086038630,person,A5086038630,R.S. de Groot,R.S. de Groot,https://orcid.org/0000-0002-5023-5575
person:A5106923143,person,A5106923143,Rabi S. Bhagat,Rabi S. Bhagat,
person:A5049972945,person,A5049972945,Rachel Churchill,Rachel Churchill,https://orcid.org/0000-0002-1751-0512
person:A5085074627,person,A5085074627,Rachid Skouta,Rachid Skouta,https://orcid.org/0000-0003-3324-4362
person:A5112526522,person,A5112526522,Rafael La Porta,Rafael La Porta,
person:A5058180202,person,A5058180202,Rahul Satija,Rahul Satija,https://orcid.org/0000-0002-1479-664X
person:A5057877217,person,A5057877217,Raija Korpelainen,Raija Korpelainen,https://orcid.org/0000-0002-3627-0542
person:A5043882095,person,A5043882095,Rainer Storn,Rainer Storn,
person:A5035907008,person,A5035907008,Rajaa Al‐Raddadi,Rajaa Al‐Raddadi,https://orcid.org/0000-0002-8921-9628
person:A5049513467,person,A5049513467,Rajesh Dikshit,Rajesh Dikshit,https://orcid.org/0000-0003-4830-0486
person:A5034697550,person,A5034697550,Rajesh Radhakrishnan,Rajesh Radhakrishnan,https://orcid.org/0000-0001-7170-699X
person:A5046472405,person,A5046472405,Rajiv D. Banker,Rajiv D. Banker,https://orcid.org/0000-0001-8082-7312
person:A5070853960,person,A5070853960,Raktima Raychowdhury,Raktima Raychowdhury,
person:W3035965352-person-3,person,W3035965352-person-3,Ralf Gommers,Ralf Gommers,https://orcid.org/0000-0002-0300-3333
person:W3003257820-person-1,person,W3003257820-person-1,Ralf Gommers,Ralf Gommers,https://orcid.org/0000-0002-0300-3333
person:A5110342059,person,A5110342059,Ralf W. Grosse‐Kunstleve,Ralf W. Grosse‐Kunstleve,
person:A5002260826,person,A5002260826,Ralph C. d’Arge,Ralph C. d’Arge,
person:A5105988194,person,A5105988194,Ralph E. Johnson,Ralph E. Johnson,
person:A5029822603,person,A5029822603,Ralph Gebauer,Ralph Gebauer,https://orcid.org/0000-0002-7918-0790
person:A5043077854,person,A5043077854,Ralph Santos,Ralph Santos,
person:A5085254598,person,A5085254598,Raluca Radu,Raluca Radu,
person:A5113643074,person,A5113643074,Rama K. Jaiswal,Rama K. Jaiswal,
person:A5041797310,person,A5041797310,Ramakrishna Vedantam,Ramakrishna Vedantam,
person:A5046238088,person,A5046238088,Ramprasaath R. Selvaraju,Ramprasaath R. Selvaraju,
person:A5070686724,person,A5070686724,Ramón Doallo,Ramón Doallo,https://orcid.org/0000-0002-6011-3387
person:A5027468826,person,A5027468826,Randall I. Krohn,Randall I. Krohn,
person:A5026977942,person,A5026977942,Randall K. Saiki,Randall K. Saiki,
person:A5068323278,person,A5068323278,Randy J. Read,Randy J. Read,https://orcid.org/0000-0001-8273-0047
person:A5109598133,person,A5109598133,Raphael Labaca-Castro,Raphael Labaca-Castro,
person:A5084125220,person,A5084125220,Rashmi Sinha,Rashmi Sinha,https://orcid.org/0000-0002-2466-7462
person:A5034321074,person,A5034321074,Rasko Leinonen,Rasko Leinonen,https://orcid.org/0000-0002-2639-7187
person:W4392145873-person-3,person,W4392145873-person-3,"Rasse, Michel","Rasse, Michel",
person:A5038396804,person,A5038396804,Raymond J. MacDonald,Raymond J. MacDonald,https://orcid.org/0000-0002-8576-766X
person:A5047221475,person,A5047221475,Razique Anwer,Razique Anwer,https://orcid.org/0000-0002-9223-1951
person:A5022965952,person,A5022965952,Rebecca Deadman,Rebecca Deadman,
person:A5032305781,person,A5032305781,Rebecca DerSimonian,Rebecca DerSimonian,
person:A5047300895,person,A5047300895,Rebecca L. Siegel,Rebecca L. Siegel,https://orcid.org/0000-0001-5247-8522
person:A5039261458,person,A5039261458,Rebecca Webster,Rebecca Webster,https://orcid.org/0000-0002-5136-1098
person:W3099878876-person-21,person,W3099878876-person-21,"Reddy, T","Reddy, T",
person:A5058128340,person,A5058128340,Regina Kunz,Regina Kunz,https://orcid.org/0000-0003-0931-8990
person:A5035042552,person,A5035042552,Reinhart Ahlrichs,Reinhart Ahlrichs,
person:A5004474974,person,A5004474974,Reinhold Mueller,Reinhold Mueller,
person:A5050578152,person,A5050578152,Ren-Di Jiang,Ren-Di Jiang,https://orcid.org/0000-0003-4235-6964
person:A5020910604,person,A5020910604,Renata M. Wentzcovitch,Renata M. Wentzcovitch,https://orcid.org/0000-0001-5663-9426
person:A5034372799,person,A5034372799,Renaud Lambiotte,Renaud Lambiotte,https://orcid.org/0000-0002-0583-4595
person:W2104549677-person-61,person,W2104549677-person-61,Renhua Wu,Renhua Wu,
person:A5010012493,person,A5010012493,René van Schaik,René van Schaik,
person:A5077619229,person,A5077619229,Reuben M. Baron,Reuben M. Baron,
person:A5058995931,person,A5058995931,Rex B. Kline,Rex B. Kline,https://orcid.org/0000-0001-6581-592X
person:A5063348766,person,A5063348766,Ricardo Silva,Ricardo Silva,https://orcid.org/0000-0001-6378-0479
person:A5090166730,person,A5090166730,Riccardo Mazzarello,Riccardo Mazzarello,https://orcid.org/0000-0003-2319-375X
person:A5101670626,person,A5101670626,Riccardo Poli,Riccardo Poli,https://orcid.org/0000-0003-4612-0780
person:W2104549677-person-13,person,W2104549677-person-13,Richard A. Gibbs,Richard A. Gibbs,
person:W2104549677-person-30,person,W2104549677-person-30,Richard A. Gibbs,Richard A. Gibbs,
person:A5085875110,person,A5085875110,Richard A. Lempicki,Richard A. Lempicki,https://orcid.org/0000-0002-7059-409X
person:A5068820196,person,A5068820196,Richard A. Olshen,Richard A. Olshen,
person:A5089998471,person,A5089998471,Richard Blundell,Richard Blundell,https://orcid.org/0000-0003-1588-2299
person:A5037912275,person,A5037912275,Richard C. Mohs,Richard C. Mohs,https://orcid.org/0000-0002-3765-6287
person:A5058532986,person,A5058532986,Richard Casaburi,Richard Casaburi,https://orcid.org/0000-0002-8851-8589
person:A5082040351,person,A5082040351,Richard Durbin,Richard Durbin,https://orcid.org/0000-0002-9130-1006
person:A5056321634,person,A5056321634,Richard E. Offeman,Richard E. Offeman,
person:W2104549677-person-89,person,W2104549677-person-89,Richard E. Smith,Richard E. Smith,
person:W3177828909-person-1,person,W3177828909-person-1,Richard Evans,Richard Evans,
person:A5011041108,person,A5011041108,Richard F. Helm,Richard F. Helm,https://orcid.org/0000-0001-5317-0925
person:A5091360374,person,A5091360374,Richard Finkers,Richard Finkers,https://orcid.org/0000-0002-4368-8058
person:A5012391383,person,A5012391383,Richard Forbes,Richard Forbes,https://orcid.org/0000-0002-3596-8287
person:A5101924772,person,A5101924772,Richard G. Allen,Richard G. Allen,https://orcid.org/0000-0003-2306-9521
person:A5020216442,person,A5020216442,Richard Hartley,Richard Hartley,https://orcid.org/0000-0002-5005-0191
person:A5061442960,person,A5061442960,Richard J. Gildea,Richard J. Gildea,https://orcid.org/0000-0001-5038-6958
person:A5101403147,person,A5101403147,Richard J. Smith,Richard J. Smith,https://orcid.org/0000-0002-6340-0656
person:A5004299489,person,A5004299489,Richard K. Belew,Richard K. Belew,
person:A5056256738,person,A5056256738,Richard K. Fenn,Richard K. Fenn,
person:A5014714324,person,A5014714324,Richard K. Wilson,Richard K. Wilson,https://orcid.org/0000-0002-1992-1358
person:A5105786443,person,A5105786443,Richard K. Wilson,Richard K. Wilson,
person:A5053919588,person,A5053919588,Richard Kaplan,Richard Kaplan,https://orcid.org/0000-0002-0189-8348
person:A5032812428,person,A5032812428,Richard L. Gorsuch,Richard L. Gorsuch,
person:A5020349487,person,A5020349487,Richard Lightsey,Richard Lightsey,
person:A5001390698,person,A5001390698,Richard M. Ryan,Richard M. Ryan,https://orcid.org/0000-0002-2355-6154
person:A5077632970,person,A5077632970,Richard Mayeux,Richard Mayeux,https://orcid.org/0000-0001-6519-9696
person:A5022923330,person,A5022923330,Richard Moir,Richard Moir,
person:A5068331895,person,A5068331895,Richard P. Bagozzi,Richard P. Bagozzi,https://orcid.org/0000-0002-8807-8210
person:A5109805326,person,A5109805326,Richard R. Nelson,Richard R. Nelson,
person:A5079173006,person,A5079173006,Richard S. Ellis,Richard S. Ellis,https://orcid.org/0000-0001-7782-7071
person:A5001543982,person,A5001543982,Richard S. Hotchkiss,Richard S. Hotchkiss,https://orcid.org/0000-0002-5470-3655
person:A5004923102,person,A5004923102,Richard S. Sutton,Richard S. Sutton,https://orcid.org/0000-0002-3679-3415
person:A5109867375,person,A5109867375,Richard Schlegel,Richard Schlegel,
person:A5059955534,person,A5059955534,Richard Socher,Richard Socher,https://orcid.org/0000-0002-3577-639X
person:A5039042860,person,A5039042860,Rileen Sinha,Rileen Sinha,https://orcid.org/0000-0001-5497-5055
person:A5011216396,person,A5011216396,Rinaldo Bellomo,Rinaldo Bellomo,https://orcid.org/0000-0002-1650-8939
person:A5019154965,person,A5019154965,Rishub Jain,Rishub Jain,https://orcid.org/0000-0002-8212-9427
person:A5033074461,person,A5033074461,Rob Hooft,Rob Hooft,https://orcid.org/0000-0001-6825-9439
person:A5033881627,person,A5033881627,Rob Knight,Rob Knight,https://orcid.org/0000-0002-0975-9019
person:A5010056224,person,A5010056224,Robert A. Stockley,Robert A. Stockley,https://orcid.org/0000-0003-3726-1207
person:A5012557712,person,A5012557712,Robert A. Weinberg,Robert A. Weinberg,https://orcid.org/0000-0002-0895-3557
person:A5102740532,person,A5102740532,Robert Axelrod,Robert Axelrod,https://orcid.org/0000-0001-9568-5441
person:A5019197436,person,A5019197436,Robert C. Bolles,Robert C. Bolles,
person:A5050157175,person,A5050157175,Robert C. Ford,Robert C. Ford,https://orcid.org/0000-0002-0958-1505
person:A5108417601,person,A5108417601,Robert C. Janzer,Robert C. Janzer,
person:A5071137998,person,A5071137998,Robert Castelo,Robert Castelo,https://orcid.org/0000-0003-2229-4508
person:W3003257820-person-26,person,W3003257820-person-26,Robert Cimrman,Robert Cimrman,
person:A5091724650,person,A5091724650,Robert Costanza,Robert Costanza,https://orcid.org/0000-0001-6348-8734
person:A5032625379,person,A5032625379,Robert Cudeck,Robert Cudeck,
person:A5019087806,person,A5019087806,Robert D. Oeffner,Robert D. Oeffner,https://orcid.org/0000-0003-3107-2202
person:A5049797937,person,A5049797937,Robert D. Skeel,Robert D. Skeel,https://orcid.org/0000-0002-4807-8988
person:A5054867399,person,A5054867399,Robert E. Handsaker,Robert E. Handsaker,https://orcid.org/0000-0002-3128-3547
person:A5028437506,person,A5028437506,Robert E. Lushene,Robert E. Lushene,
person:A5084108666,person,A5084108666,Robert E. Schapire,Robert E. Schapire,https://orcid.org/0000-0001-8616-1611
person:A5080473804,person,A5080473804,Robert E. Stake,Robert E. Stake,
person:A5112456413,person,A5112456413,Robert F. Anda,Robert F. Anda,
person:A5047040699,person,A5047040699,Robert F. Engle,Robert F. Engle,https://orcid.org/0009-0009-9491-1510
person:A5050747355,person,A5050747355,Robert Filders,Robert Filders,
person:A5009013437,person,A5009013437,Robert G. Parr,Robert G. Parr,
person:A5104194836,person,A5104194836,Robert I. Levy,Robert I. Levy,
person:A5044124578,person,A5044124578,Robert J. Hijmans,Robert J. Hijmans,https://orcid.org/0000-0001-5872-2872
person:A5091771382,person,A5091771382,Robert J. Taylor,Robert J. Taylor,https://orcid.org/0000-0002-6106-7722
person:A5023564623,person,A5023564623,Robert J. Thielke,Robert J. Thielke,
person:A5111028468,person,A5111028468,Robert Jin,Robert Jin,
person:A5112624486,person,A5112624486,Robert K. Yin,Robert K. Yin,
person:A5037028051,person,A5037028051,Robert Katzman,Robert Katzman,
person:W3035965352-person-10,person,W3035965352-person-10,Robert Kern,Robert Kern,
person:W3003257820-person-17,person,W3003257820-person-17,Robert Kern,Robert Kern,
person:A5066828579,person,A5066828579,Robert Kistler,Robert Kistler,
person:A5113699779,person,A5113699779,Robert L. Jensen,Robert L. Jensen,
person:A5107836452,person,A5107836452,Robert L. Spitzer,Robert L. Spitzer,
person:A5037983874,person,A5037983874,Robert Lanfear,Robert Lanfear,https://orcid.org/0000-0002-1140-2596
person:A5111535679,person,A5111535679,Robert M. Featherstone,Robert M. Featherstone,
person:A5103500270,person,A5103500270,Robert M. Haralick,Robert M. Haralick,
person:A5103406769,person,A5103406769,Robert M. Morgan,Robert M. Morgan,
person:A5001761955,person,A5001761955,Robert M. Solow,Robert M. Solow,
person:A5111812427,person,A5111812427,Robert O. Crapo,Robert O. Crapo,
person:A5088966095,person,A5088966095,Robert P. Anderson,Robert P. Anderson,https://orcid.org/0000-0002-7706-4649
person:A5033377296,person,A5033377296,Robert P. J. Barretto,Robert P. J. Barretto,
person:A5034798175,person,A5034798175,Robert R. Sokal,Robert R. Sokal,
person:A5061026009,person,A5061026009,Robert S. Fulton,Robert S. Fulton,https://orcid.org/0009-0006-6820-3404
person:A5048310567,person,A5048310567,Robert S. Pinals,Robert S. Pinals,
person:W3003257820-person-91,person,W3003257820-person-91,Robert T. McGibbon,Robert T. McGibbon,
person:A5028916333,person,A5028916333,Robert Taylor,Robert Taylor,https://orcid.org/0000-0001-8196-6218
person:A5027340494,person,A5027340494,Robert Tibshirani,Robert Tibshirani,https://orcid.org/0000-0003-0553-5090
person:A5112584650,person,A5112584650,Robert Tibshirani,Robert Tibshirani,
person:A5030084342,person,A5030084342,Robert V. Krejcie,Robert V. Krejcie,
person:A5108290426,person,A5108290426,Robert V. O’Neill,Robert V. O’Neill,
person:A5042883498,person,A5042883498,Robert W. Vishny,Robert W. Vishny,https://orcid.org/0009-0000-0539-9872
person:A5058810725,person,A5058810725,Roberta Re,Roberta Re,https://orcid.org/0000-0001-9669-2571
person:A5053508480,person,A5053508480,Roberto Cammi,Roberto Cammi,https://orcid.org/0000-0002-7026-7750
person:A5007841515,person,A5007841515,Roberto Car,Roberto Car,https://orcid.org/0000-0001-5243-2647
person:A5016597149,person,A5016597149,Roberto D’Amico,Roberto D’Amico,https://orcid.org/0000-0002-3211-6687
person:A5049765310,person,A5049765310,Roberto M. Lang,Roberto M. Lang,https://orcid.org/0000-0003-3723-1577
person:A5110223271,person,A5110223271,Roberto Rodríguez-Roisin,Roberto Rodríguez-Roisin,
person:A5082425702,person,A5082425702,Roberto Zecchin,Roberto Zecchin,
person:A5081199934,person,A5081199934,Robin J. Hogan,Robin J. Hogan,https://orcid.org/0000-0002-3180-5157
person:A5110082402,person,A5110082402,Robin Mermelstein,Robin Mermelstein,
person:A5073802325,person,A5073802325,Rod Peakall,Rod Peakall,https://orcid.org/0000-0001-9407-8404
person:A5072262441,person,A5072262441,Roderick J. A. Little,Roderick J. A. Little,https://orcid.org/0000-0001-9878-6977
person:A5018972787,person,A5018972787,Rodrigo López,Rodrigo López,https://orcid.org/0000-0003-1256-7306
person:A5111904241,person,A5111904241,Roel Funke,Roel Funke,
person:A5073752893,person,A5073752893,Roger A. Horn,Roger A. Horn,https://orcid.org/0000-0003-1307-2938
person:A5070442023,person,A5070442023,Roger Chou,Roger Chou,https://orcid.org/0000-0001-9889-8610
person:A5070881659,person,A5070881659,Roger Impey,Roger Impey,
person:A5053052330,person,A5053052330,Roger Stupp,Roger Stupp,https://orcid.org/0000-0002-5483-3118
person:A5109193097,person,A5109193097,Roger Y. Tsien,Roger Y. Tsien,
person:A5046986222,person,A5046986222,Roland Geyer,Roland Geyer,https://orcid.org/0000-0001-7430-1058
person:A5041396463,person,A5041396463,Roland Schulz,Roland Schulz,https://orcid.org/0000-0003-1603-2413
person:A5013419773,person,A5013419773,Rolf Seeger,Rolf Seeger,
person:A5034098815,person,A5034098815,Romain François,Romain François,https://orcid.org/0000-0002-2444-4226
person:A5090423985,person,A5090423985,Romain M. Wolf,Romain M. Wolf,
person:A5026919510,person,A5026919510,Roman A. Laskowski,Roman A. Laskowski,https://orcid.org/0000-0001-5528-0087
person:W3003257820-person-92,person,W3003257820-person-92,Roman Feldbauer,Roman Feldbauer,
person:A5112658480,person,A5112658480,Ron Gilliland,Ron Gilliland,
person:A5112523816,person,A5112523816,Ronald Aylmer Fisher,Ronald Aylmer Fisher,
person:A5057810294,person,A5057810294,Ronald C. Kessler,Ronald C. Kessler,https://orcid.org/0000-0003-4831-2305
person:A5048382598,person,A5048382598,Ronald H. Coase,Ronald H. Coase,
person:A5112059424,person,A5112059424,Ronald J. Williams,Ronald J. Williams,
person:A5051087399,person,A5051087399,Ronald L. Rivest,Ronald L. Rivest,
person:A5111528130,person,A5111528130,Ronald L. Wilder,Ronald L. Wilder,
person:A5102865683,person,A5102865683,Ronghui Du,Ronghui Du,https://orcid.org/0000-0001-6416-5531
person:A5112776266,person,A5112776266,Rongmeng Jiang,Rongmeng Jiang,
person:A5073808064,person,A5073808064,Rongshou Zheng,Rongshou Zheng,https://orcid.org/0000-0003-4295-3398
person:A5045447641,person,A5045447641,Rosa M. Lamuela‐Raventós,Rosa M. Lamuela‐Raventós,https://orcid.org/0000-0002-1287-4560
person:A5051192450,person,A5051192450,Rose M. Brewer,Rose M. Brewer,https://orcid.org/0000-0002-4452-5402
person:A5109894513,person,A5109894513,RoseJ. Randall,RoseJ. Randall,
person:A5048838217,person,A5048838217,Rosemary Braun,Rosemary Braun,https://orcid.org/0000-0001-9668-9866
person:A5049246408,person,A5049246408,Ross Girshick,Ross Girshick,
person:A5020478929,person,A5020478929,Rossana Dragani,Rossana Dragani,
person:A5112492347,person,A5112492347,Roujian Lu,Roujian Lu,https://orcid.org/0000-0002-3362-662X
person:A5083945877,person,A5083945877,Roy F. Baumeister,Roy F. Baumeister,https://orcid.org/0000-0003-1413-3296
person:A5045704195,person,A5045704195,Roy G. Elbers,Roy G. Elbers,https://orcid.org/0000-0002-4850-6954
person:A5030942823,person,A5030942823,Roy L. Jenne,Roy L. Jenne,
person:A5069864756,person,A5069864756,Ruben Kok,Ruben Kok,
person:A5061008437,person,A5061008437,Ruchong Chen,Ruchong Chen,https://orcid.org/0000-0001-5376-8230
person:A5053411159,person,A5053411159,Rudolf Orthofer,Rudolf Orthofer,
person:A5022954543,person,A5022954543,Rufus Akinyemi,Rufus Akinyemi,https://orcid.org/0000-0001-5286-428X
person:A5028153158,person,A5028153158,Rui Wang,Rui Wang,https://orcid.org/0000-0002-7402-6372
person:A5111759101,person,A5111759101,Rui Yang,Rui Yang,https://orcid.org/0009-0008-3970-4351
person:A5112645115,person,A5112645115,Ruiqi Ren,Ruiqi Ren,
person:A5100939057,person,A5100939057,Ruiqin Ma,Ruiqin Ma,https://orcid.org/0009-0002-6696-5668
person:A5086458689,person,A5086458689,Rune Haubo Bojesen Christensen,Rune Haubo Bojesen Christensen,https://orcid.org/0000-0002-4494-3399
person:A5071983998,person,A5071983998,Ruslan Salakhutdinov,Ruslan Salakhutdinov,https://orcid.org/0000-0002-3752-2756
person:A5113989875,person,A5113989875,Russ Bates,Russ Bates,
person:A5030139784,person,A5030139784,Russell A. Mittermeier,Russell A. Mittermeier,https://orcid.org/0000-0002-8002-826X
person:A5109558515,person,A5109558515,Russell F. Doolittle,Russell F. Doolittle,
person:A5113658176,person,A5113658176,Russell Grocock,Russell Grocock,
person:A5112087783,person,A5112087783,Russell Higuchi,Russell Higuchi,
person:A5048908501,person,A5048908501,Russell P. Tracy,Russell P. Tracy,https://orcid.org/0000-0002-0080-2420
person:A5114252790,person,A5114252790,Russell Ross,Russell Ross,
person:A5066589732,person,A5066589732,Ruth E. Ley,Ruth E. Ley,https://orcid.org/0000-0002-9087-1672
person:A5000392051,person,A5000392051,Ruth Huey,Ruth Huey,
person:A5017853443,person,A5017853443,Ryan A. Lesniewski,Ryan A. Lesniewski,
person:A5045810064,person,A5045810064,Ryan T. McKay,Ryan T. McKay,https://orcid.org/0000-0002-0255-159X
person:A5106133480,person,A5106133480,Ryuju Hashimoto,Ryuju Hashimoto,
person:A5012905268,person,A5012905268,Réka Albert,Réka Albert,https://orcid.org/0000-0002-9485-0828
person:A5101968884,person,A5101968884,S Kobayashi,S Kobayashi,https://orcid.org/0000-0002-1939-3380
person:W1964184380-person-13,person,W1964184380-person-13,S Nishikawa,S Nishikawa,
person:A5017790958,person,A5017790958,S P Colowick,S P Colowick,
person:A5002902059,person,A5002902059,S Schraub,S Schraub,https://orcid.org/0000-0003-4972-1928
person:A5019950553,person,A5019950553,S. Agostinelli,S. Agostinelli,
person:A5027951850,person,A5027951850,S. B. Healy,S. B. Healy,https://orcid.org/0000-0003-4810-9593
person:A5030344172,person,A5030344172,S. Fabbro,S. Fabbro,https://orcid.org/0000-0003-2239-7988
person:A5110677852,person,A5110677852,S. Gianì,S. Gianì,
person:A5067673309,person,A5067673309,S. H. Vosko,S. H. Vosko,
person:A5080812721,person,A5080812721,S. Kaasa,S. Kaasa,
person:A5069849313,person,A5069849313,S. Kullback,S. Kullback,
person:A5035256244,person,A5035256244,S. Nicklen,S. Nicklen,
person:A5020961360,person,A5020961360,S. Onur Sumer,S. Onur Sumer,https://orcid.org/0000-0001-9726-9441
person:A5073299189,person,A5073299189,S. P,S. P,
person:A5030135192,person,A5030135192,S. Perlmutter,S. Perlmutter,https://orcid.org/0000-0002-4436-4661
person:A5045151954,person,A5045151954,S. R. Kelner,S. R. Kelner,
person:A5059712250,person,A5059712250,S. Uppala,S. Uppala,
person:A5072442751,person,A5072442751,S. V. Dubonos,S. V. Dubonos,
person:A5112837268,person,A5112837268,S.A. Miller,S.A. Miller,
person:A5091640119,person,A5091640119,S.H. Jenkins,S.H. Jenkins,https://orcid.org/0009-0008-2564-0043
person:A5006490364,person,A5006490364,S.S Sadilov,S.S Sadilov,
person:A5107196229,person,A5107196229,S.W. OʼNeale,S.W. OʼNeale,
person:A5003179870,person,A5003179870,Sabah Ul-Hasan,Sabah Ul-Hasan,https://orcid.org/0000-0001-6334-452X
person:W2153943092-person-1,person,W2153943092-person-1,Saby Mitra,Saby Mitra,
person:W3092849554-person-69,person,W3092849554-person-69,Saeed Amini,Saeed Amini,
person:A5110225207,person,A5110225207,Sakshi Agarwal,Sakshi Agarwal,
person:W3025949386-person-12,person,W3025949386-person-12,Saleh Abdalla,Saleh Abdalla,https://orcid.org/0000-0003-4469-7949
person:A5043396055,person,A5043396055,Salim Roukos,Salim Roukos,https://orcid.org/0000-0003-2140-4349
person:A5049975458,person,A5049975458,Sally Hopewell,Sally Hopewell,https://orcid.org/0000-0002-6881-6984
person:A5053015332,person,A5053015332,Sam H. Ahmedzai,Sam H. Ahmedzai,https://orcid.org/0000-0002-2028-8510
person:W3003257820-person-93,person,W3003257820-person-93,Sam Lewis,Sam Lewis,
person:W3003257820-person-94,person,W3003257820-person-94,Sam Tygier,Sam Tygier,
person:A5021126287,person,A5021126287,Samantha K. Brooks,Samantha K. Brooks,https://orcid.org/0000-0003-3884-3583
person:A5050954407,person,A5050954407,Samuel B Albertson,Samuel B Albertson,
person:A5007897986,person,A5007897986,Samuel Francis Boys,Samuel Francis Boys,
person:A5007347096,person,A5007347096,Samuel K. Ludwin,Samuel K. Ludwin,
person:A5017863068,person,A5017863068,Samuel L Peoples,Samuel L Peoples,
person:A5035867888,person,A5035867888,Samuel S. Shapiro,Samuel S. Shapiro,
person:A5034960578,person,A5034960578,Sander Dieleman,Sander Dieleman,
person:A5038364281,person,A5038364281,Sander L. Gilman,Sander L. Gilman,https://orcid.org/0000-0002-4630-390X
person:A5110386118,person,A5110386118,Sander S. Shapiro,Sander S. Shapiro,
person:A5007536017,person,A5007536017,Sandra Eldridge,Sandra Eldridge,https://orcid.org/0000-0001-5638-2317
person:A5083074687,person,A5083074687,Sandra Erichsen,Sandra Erichsen,
person:A5081176388,person,A5081176388,Sandra W. Clifton,Sandra W. Clifton,
person:A5002754020,person,A5002754020,Sandra Weıntraub,Sandra Weıntraub,https://orcid.org/0000-0003-2605-5205
person:A5068192508,person,A5068192508,Sandro Scandolo,Sandro Scandolo,https://orcid.org/0000-0003-3826-4813
person:A5050850544,person,A5050850544,Sanghyun Woo,Sanghyun Woo,https://orcid.org/0000-0002-9789-7103
person:A5012998255,person,A5012998255,Sanjay Ghemawat,Sanjay Ghemawat,https://orcid.org/0009-0005-6843-3093
person:A5002591650,person,A5002591650,Sanjay Navani,Sanjay Navani,
person:A5090158590,person,A5090158590,Sanjeev Satheesh,Sanjeev Satheesh,
person:A5022947458,person,A5022947458,Saqib Ali,Saqib Ali,https://orcid.org/0000-0001-7905-7306
person:A5082722135,person,A5082722135,Sara Garelli,Sara Garelli,
person:A5049945196,person,A5049945196,Sara Y. Brucker,Sara Y. Brucker,https://orcid.org/0000-0001-8588-1094
person:A5069080391,person,A5069080391,Sarah E. Shannon,Sarah E. Shannon,https://orcid.org/0000-0001-8492-8743
person:A5044085246,person,A5044085246,Sarah Hunt,Sarah Hunt,https://orcid.org/0000-0002-8350-1235
person:A5088749134,person,A5088749134,Sarah Keeley,Sarah Keeley,https://orcid.org/0000-0002-8046-765X
person:A5111530938,person,A5111530938,Sarah L. Westcott,Sarah L. Westcott,
person:A5063609461,person,A5063609461,Sarah Lewis,Sarah Lewis,https://orcid.org/0000-0001-5308-6619
person:A5002456982,person,A5002456982,Sarah Milne,Sarah Milne,https://orcid.org/0000-0002-9778-7836
person:A5023083359,person,A5023083359,Sarah Sims,Sarah Sims,https://orcid.org/0000-0002-9505-5498
person:A5022255729,person,A5022255729,Sarah Wenning,Sarah Wenning,
person:A5057600712,person,A5057600712,Sasha Shepperd,Sasha Shepperd,https://orcid.org/0000-0001-6384-8322
person:A5066440194,person,A5066440194,Satu Elo,Satu Elo,https://orcid.org/0000-0002-4833-4937
person:A5018303472,person,A5018303472,Saurabh W. Jha,Saurabh W. Jha,https://orcid.org/0000-0001-8738-6011
person:A5014241799,person,A5014241799,Sayan Mukherjee,Sayan Mukherjee,https://orcid.org/0000-0002-6715-3920
person:W2964121744-person-1,person,W2964121744-person-1,"Schulman, Rebecca","Schulman, Rebecca",
