id,type,person_id,label,display_name,orcid
person:A5109076248,person,A5109076248,D J Kupfer,D J Kupfer,
person:A5058365755,person,A5058365755,D. A. de Zoysa,D. A. de Zoysa,
person:A5107828331,person,A5107828331,D. Axen,D. Axen,
person:A5114015857,person,A5114015857,D. B. Owen,D. B. Owen,
person:A5056109933,person,A5056109933,D. Blöch,D. Blöch,https://orcid.org/0000-0002-4535-5273
person:A5108780724,person,A5108780724,D. E. Groom,D. E. Groom,
person:A5110948969,person,A5110948969,D. F. Cox,D. F. Cox,
person:W1666853924-person-4,person,W1666853924-person-4,D. Gabor,D. Gabor,
person:A5065656286,person,A5065656286,D. Gibin,D. Gibin,https://orcid.org/0000-0001-5958-8126
person:A5110050601,person,A5110050601,D. John M. Reynolds,D. John M. Reynolds,
person:A5071858954,person,A5071858954,D. Johnson,D. Johnson,
person:A5035999579,person,A5035999579,D. R. Cox,D. R. Cox,
person:A5103401463,person,A5103401463,D. R. Cox,D. R. Cox,
person:A5040712204,person,A5040712204,D. S. Falconer,D. S. Falconer,
person:A5112557768,person,A5112557768,D. S. Moss,D. S. Moss,
person:A5085836147,person,A5085836147,D.B. Bender,D.B. Bender,https://orcid.org/0000-0001-6503-6221
person:A5024028137,person,A5024028137,Da Jiang,Da Jiang,https://orcid.org/0000-0002-4341-2289
person:A5023278037,person,A5023278037,Da Wei Huang,Da Wei Huang,https://orcid.org/0000-0002-6793-9966
person:A5053990531,person,A5053990531,Daan Wierstra,Daan Wierstra,
person:A5029419214,person,A5029419214,Daehwan Kim,Daehwan Kim,https://orcid.org/0000-0003-1182-629X
person:A5110657512,person,A5110657512,Dahe Qin,Dahe Qin,
person:A5051025823,person,A5051025823,Dale D. Dykes,Dale D. Dykes,
person:A5047835625,person,A5047835625,Dale Nordenberg,Dale Nordenberg,
person:A5061581536,person,A5061581536,Damian Szklarczyk,Damian Szklarczyk,https://orcid.org/0000-0002-4052-5069
person:A5082358375,person,A5082358375,Dan Knights,Dan Knights,https://orcid.org/0000-0002-8205-2511
person:A5100380730,person,A5100380730,Dan Li,Dan Li,https://orcid.org/0000-0002-4542-4953
person:A5049556104,person,A5049556104,Dana P. Seidel,Dana P. Seidel,https://orcid.org/0000-0002-9088-5767
person:A5009029178,person,A5009029178,danah boyd,danah boyd,https://orcid.org/0000-0002-7722-7778
person:A5100386756,person,A5100386756,Dandan Zhang,Dandan Zhang,https://orcid.org/0000-0001-5305-9856
person:A5030291124,person,A5030291124,Daniel A. Levinthal,Daniel A. Levinthal,https://orcid.org/0000-0002-8740-6091
person:A5061186336,person,A5061186336,Daniel Dindo,Daniel Dindo,
person:A5050197338,person,A5050197338,Daniel G. Peterson,Daniel G. Peterson,https://orcid.org/0000-0002-0274-5968
person:A5049187779,person,A5049187779,Daniel I. Arnon,Daniel I. Arnon,https://orcid.org/0000-0001-7998-6316
person:A5110001536,person,A5110001536,Daniel J. Buysse,Daniel J. Buysse,
person:A5023299002,person,A5023299002,Daniel J. Sargent,Daniel J. Sargent,https://orcid.org/0000-0002-2684-4741
person:A5065589000,person,A5065589000,Daniel J. White,Daniel J. White,https://orcid.org/0000-0002-1799-5804
person:A5111995000,person,A5111995000,Daniel Kahneman,Daniel Kahneman,
person:A5112398863,person,A5112398863,Daniel L. Ayres,Daniel L. Ayres,
person:A5108455151,person,A5108455151,Daniel L. Clarke‐Pearson,Daniel L. Clarke‐Pearson,
person:A5021434656,person,A5021434656,Daniel M. Durall,Daniel M. Durall,https://orcid.org/0000-0001-7414-4443
person:A5025911938,person,A5025911938,Daniel M. Greenblatt,Daniel M. Greenblatt,
person:A5022461817,person,A5022461817,Daniel McDonald,Daniel McDonald,https://orcid.org/0000-0003-0876-9060
person:A5069972127,person,A5069972127,Daniel Navajas,Daniel Navajas,https://orcid.org/0000-0001-7150-9363
person:A5063903403,person,A5063903403,Daniel P. Joubert,Daniel P. Joubert,https://orcid.org/0000-0002-4586-5599
person:A5012059205,person,A5012059205,Daniel Petras,Daniel Petras,https://orcid.org/0000-0002-6561-3022
person:A5111606958,person,A5111606958,Daniel R. Marshak,Daniel R. Marshak,
person:A5028632294,person,A5028632294,Daniel S. Peterson,Daniel S. Peterson,https://orcid.org/0000-0002-4639-6544
person:A5054149999,person,A5054149999,Daniela R. Junqueira,Daniela R. Junqueira,https://orcid.org/0000-0002-3261-4811
person:A5069537707,person,A5069537707,Danielle Levac,Danielle Levac,https://orcid.org/0000-0001-7356-9335
person:A5051064208,person,A5051064208,Danqi Chen,Danqi Chen,https://orcid.org/0000-0002-6226-6838
person:A5000947273,person,A5000947273,Darius Razavi,Darius Razavi,https://orcid.org/0000-0001-6437-2020
person:A5003461562,person,A5003461562,Daron M. Standley,Daron M. Standley,https://orcid.org/0000-0003-4078-0817
person:A5076267910,person,A5076267910,Darpan N. Patel,Darpan N. Patel,
person:A5006835973,person,A5006835973,Darren Grafham,Darren Grafham,
person:A5076436548,person,A5076436548,Darrin M. York,Darrin M. York,https://orcid.org/0000-0002-9193-7055
person:A5111438783,person,A5111438783,Darwin J. Prockop,Darwin J. Prockop,
person:A5053138941,person,A5053138941,Daryle W. Morgan,Daryle W. Morgan,
person:A5014694160,person,A5014694160,David A. Case,David A. Case,https://orcid.org/0000-0003-2314-2346
person:A5112523012,person,A5112523012,David A. Dickey,David A. Dickey,
person:A5110843805,person,A5110843805,David A. Drachman,David A. Drachman,
person:A5076830952,person,A5076830952,David A. Kenny,David A. Kenny,https://orcid.org/0000-0001-6655-6536
person:W3003257820-person-48,person,W3003257820-person-48,David A. Nicholson,David A. Nicholson,
person:A5057413819,person,A5057413819,David A. T. Harper,David A. T. Harper,https://orcid.org/0000-0003-1315-9494
person:A5101944629,person,A5101944629,David Anderson,David Anderson,https://orcid.org/0000-0002-2995-2553
person:A5055644402,person,A5055644402,David B. Duncan,David B. Duncan,
person:A5109214093,person,A5109214093,David Bentley,David Bentley,
person:A5051040365,person,A5051040365,David Bick,David Bick,https://orcid.org/0000-0002-8750-306X
person:A5077542898,person,A5077542898,David Botstein,David Botstein,https://orcid.org/0000-0001-9499-4883
person:A5005301051,person,A5005301051,David C. Johnson,David C. Johnson,https://orcid.org/0000-0002-3688-3170
person:W3035965352-person-5,person,W3035965352-person-5,David Cournapeau,David Cournapeau,
person:W3003257820-person-5,person,W3003257820-person-5,David Cournapeau,David Cournapeau,
person:A5100763987,person,A5100763987,David Cox,David Cox,https://orcid.org/0000-0002-7270-2525
person:A5006434469,person,A5006434469,David Dineen,David Dineen,
person:A5110057218,person,A5110057218,David E. Goldberg,David E. Goldberg,
person:A5048240638,person,A5048240638,David E. Rumelhart,David E. Rumelhart,
person:A5088428969,person,A5088428969,David Ellis,David Ellis,https://orcid.org/0000-0001-6438-4021
person:A5020344688,person,A5020344688,David F. Larcker,David F. Larcker,https://orcid.org/0000-0002-9585-2227
person:A5110858271,person,A5110858271,David F. Williamson,David F. Williamson,
person:A5111768129,person,A5111768129,David Forman,David Forman,
person:A5009438811,person,A5009438811,David Gilbarg,David Gilbarg,
person:A5028474518,person,A5028474518,David H. Brainard,David H. Brainard,https://orcid.org/0000-0001-9827-543X
person:A5025753082,person,A5025753082,David H. Gelfand,David H. Gelfand,
person:A5057841798,person,A5057841798,David H. Neustadt,David H. Neustadt,
person:A5029738421,person,A5029738421,David Henry,David Henry,https://orcid.org/0000-0003-2934-2242
person:A5003271159,person,A5003271159,David J. Gavaghan,David J. Gavaghan,https://orcid.org/0000-0001-8311-3200
person:A5112877973,person,A5112877973,David J. Horn,David J. Horn,
person:A5056652131,person,A5056652131,David J. Lipman,David J. Lipman,https://orcid.org/0009-0002-3443-2023
person:A5087598092,person,A5087598092,David J. Reiss,David J. Reiss,https://orcid.org/0000-0001-5392-3034
person:A5023765609,person,A5023765609,David J. Singh,David J. Singh,https://orcid.org/0000-0001-7750-1485
person:A5016373986,person,A5016373986,David J. Teece,David J. Teece,https://orcid.org/0000-0002-0485-798X
person:A5111839356,person,A5111839356,David Kolb,David Kolb,
person:A5065355421,person,A5065355421,David L. Donoho,David L. Donoho,https://orcid.org/0000-0003-1830-710X
person:A5035834258,person,A5035834258,David L. Sackett,David L. Sackett,
person:A5043779853,person,A5043779853,David L. Steward,David L. Steward,https://orcid.org/0000-0003-2680-8692
person:A5055202003,person,A5055202003,David Lowe,David Lowe,https://orcid.org/0000-0003-3332-483X
person:A5064443056,person,A5064443056,David Lyon,David Lyon,https://orcid.org/0000-0001-5794-0456
person:W2104549677-person-3,person,W2104549677-person-3,David M. Altshuler,David M. Altshuler,
person:W2104549677-person-70,person,W2104549677-person-70,David M. Altshuler,David M. Altshuler,
person:A5070920982,person,A5070920982,David M. Blei,David M. Blei,https://orcid.org/0000-0002-5588-4611
person:A5109209191,person,A5109209191,David M. DeLong,David M. DeLong,
person:A5083331629,person,A5083331629,David M. Georgoff,David M. Georgoff,
person:A5006710383,person,A5006710383,David M. Robinson,David M. Robinson,https://orcid.org/0000-0001-8466-088X
person:A5068353058,person,A5068353058,David Moher,David Moher,https://orcid.org/0000-0003-2434-4206
person:A5021122229,person,A5021122229,David N. Louis,David N. Louis,https://orcid.org/0000-0002-9423-4099
person:A5112102306,person,A5112102306,David Osoba,David Osoba,
person:A5087589263,person,A5087589263,David P. Bartel,David P. Bartel,https://orcid.org/0000-0002-3872-2856
person:A5029292423,person,A5029292423,David P. Hill,David P. Hill,https://orcid.org/0000-0001-7476-6306
person:A5042649313,person,A5042649313,David Posada,David Posada,https://orcid.org/0000-0003-1407-3406
person:W2104549677-person-6,person,W2104549677-person-6,David R. Bentley,David R. Bentley,
person:W2104549677-person-96,person,W2104549677-person-96,David R. Bentley,David R. Bentley,
person:W3003257820-person-49,person,W3003257820-person-49,David R. Hagen,David R. Hagen,
person:A5011127007,person,A5011127007,David R. Matthews,David R. Matthews,https://orcid.org/0000-0001-6504-0036
person:A5009240058,person,A5009240058,David Reiman,David Reiman,https://orcid.org/0000-0002-1605-7197
person:A5035236781,person,A5035236781,David Richardson,David Richardson,https://orcid.org/0000-0001-5069-343X
person:A5040337866,person,A5040337866,David S. Goodsell,David S. Goodsell,https://orcid.org/0000-0002-5932-2130
person:A5027931169,person,A5027931169,David S. Johnson,David S. Johnson,https://orcid.org/0000-0002-9967-9812
person:A5110866131,person,A5110866131,David S. Johnson,David S. Johnson,
person:A5059027860,person,A5059027860,David S. Knopman,David S. Knopman,https://orcid.org/0000-0002-6544-066X
person:A5089024033,person,A5089024033,David S.C. Hui,David S.C. Hui,https://orcid.org/0000-0003-4382-2445
person:A5091771290,person,A5091771290,David Silver,David Silver,https://orcid.org/0000-0002-5197-2892
person:A5088889997,person,A5088889997,David V. Sheehan,David V. Sheehan,https://orcid.org/0000-0002-5118-7050
person:A5020854808,person,A5020854808,David van der Spoel,David van der Spoel,https://orcid.org/0000-0002-7659-8526
person:A5000393220,person,A5000393220,David Vanderbilt,David Vanderbilt,https://orcid.org/0000-0002-2465-9091
person:A5071632296,person,A5071632296,David W. Ellison,David W. Ellison,https://orcid.org/0000-0003-1239-7757
person:A5038025961,person,A5038025961,David W. Gerbing,David W. Gerbing,https://orcid.org/0000-0001-6998-8350
person:A5109437770,person,A5109437770,David W. Hosmer,David W. Hosmer,
person:A5028557596,person,A5028557596,David W. Tarbet,David W. Tarbet,
person:A5059605501,person,A5059605501,David Watson,David Watson,https://orcid.org/0000-0003-2125-2373
person:A5057408392,person,A5057408392,David Watson,David Watson,https://orcid.org/0000-0002-9605-0576
person:A5006123131,person,A5006123131,Davide Ceresoli,Davide Ceresoli,https://orcid.org/0000-0002-9831-0773
person:A5014039622,person,A5014039622,Davide Donadio,Davide Donadio,https://orcid.org/0000-0002-2150-4182
person:W4392145873-person-5,person,W4392145873-person-5,"Davidoux, Sarah","Davidoux, Sarah",
person:A5043048253,person,A5043048253,Davina Ghersi,Davina Ghersi,https://orcid.org/0000-0002-9712-1604
person:A5034469657,person,A5034469657,Davis J. McCarthy,Davis J. McCarthy,https://orcid.org/0000-0002-2218-6833
person:A5040916225,person,A5040916225,Davis Vaughan,Davis Vaughan,https://orcid.org/0000-0003-4777-038X
person:A5050473276,person,A5050473276,Davood Anvari,Davood Anvari,https://orcid.org/0000-0003-1021-4347
person:A5089325874,person,A5089325874,Davoud Adham,Davoud Adham,https://orcid.org/0000-0002-9764-6363
person:W3005079553-person-0,person,W3005079553-person-0,Dawei Wang,Dawei Wang,
person:A5110209862,person,A5110209862,Dawn Carroll,Dawn Carroll,
person:A5048267912,person,A5048267912,Dawn Thompson,Dawn Thompson,https://orcid.org/0000-0002-1341-4435
person:A5101759768,person,A5101759768,Dayan Wang,Dayan Wang,https://orcid.org/0000-0002-4990-1016
person:A5050120227,person,A5050120227,Deanna Anderlini,Deanna Anderlini,https://orcid.org/0000-0003-4594-2125
person:A5037837504,person,A5037837504,Deanna L. Gibson,Deanna L. Gibson,https://orcid.org/0000-0003-0052-7550
person:A5107596584,person,A5107596584,Deborah A. Nickerson,Deborah A. Nickerson,https://orcid.org/0000-0002-9954-4897
person:A5084456614,person,A5084456614,Deborah L. Regidor,Deborah L. Regidor,
person:W3099878876-person-16,person,W3099878876-person-16,"del Río, JF","del Río, JF",
person:A5034397232,person,A5034397232,Demetri Terzopoulos,Demetri Terzopoulos,
person:A5005349213,person,A5005349213,Demis Hassabis,Demis Hassabis,https://orcid.org/0000-0003-2812-9917
person:A5103260191,person,A5103260191,Denis Lacombe,Denis Lacombe,https://orcid.org/0000-0003-1128-155X
person:W3003257820-person-24,person,W3003257820-person-24,Denis Laxalde,Denis Laxalde,https://orcid.org/0000-0002-5540-4825
person:A5045975461,person,A5045975461,Denisa Muraru,Denisa Muraru,https://orcid.org/0000-0003-2514-3668
person:A5110458536,person,A5110458536,Dennis A. Gioia,Dennis A. Gioia,
person:A5042826568,person,A5042826568,Dennis D. Dietrich,Dennis D. Dietrich,
person:A5017613338,person,A5017613338,Dennis G. Deaven,Dennis G. Deaven,
person:A5057650486,person,A5057650486,Dennis J. McShane,Dennis J. McShane,
person:A5024874235,person,A5024874235,Dennis Joseph,Dennis Joseph,
person:A5008911577,person,A5008911577,Dennis Klenk,Dennis Klenk,
person:A5046984207,person,A5046984207,Dennis W. Organ,Dennis W. Organ,
person:A5001670387,person,A5001670387,Derek C. Angus,Derek C. Angus,https://orcid.org/0000-0002-7026-5181
person:A5090607558,person,A5090607558,Desmond G. Higgins,Desmond G. Higgins,https://orcid.org/0000-0002-3952-3285
person:A5085862062,person,A5085862062,Desta Debalkie Atnafu,Desta Debalkie Atnafu,https://orcid.org/0000-0002-9660-4225
person:A5002499751,person,A5002499751,Detlef W. Bahnemann,Detlef W. Bahnemann,https://orcid.org/0000-0001-6064-6653
person:A5004353237,person,A5004353237,Deva Ramanan,Deva Ramanan,https://orcid.org/0009-0008-9180-8983
person:A5050342343,person,A5050342343,Devi Parikh,Devi Parikh,
person:A5072282052,person,A5072282052,DF Treacher,DF Treacher,
person:A5048551460,person,A5048551460,Dharshan Kumaran,Dharshan Kumaran,https://orcid.org/0000-0001-5995-5264
person:A5014035752,person,A5014035752,Dhruv Batra,Dhruv Batra,
person:A5101454129,person,A5101454129,Di Wu,Di Wu,https://orcid.org/0000-0001-8331-2357
person:W2158822657-person-0,person,W2158822657-person-0,Diabetes Prevention Program Research Group,Diabetes Prevention Program Research Group,
person:A5001383727,person,A5001383727,Diane Gage,Diane Gage,
person:A5004477857,person,A5004477857,Diane S. Krause,Diane S. Krause,https://orcid.org/0000-0001-9420-6947
person:A5019171397,person,A5019171397,Dick Dee,Dick Dee,https://orcid.org/0000-0002-8321-9125
person:A5037982462,person,A5037982462,Dickson A Amugsi,Dickson A Amugsi,https://orcid.org/0000-0002-5261-8481
person:A5087352477,person,A5087352477,Diego Darriba,Diego Darriba,https://orcid.org/0000-0001-5482-3932
person:A5089680427,person,A5089680427,Dijana Djureinovic,Dijana Djureinovic,https://orcid.org/0000-0002-1852-5409
person:A5037189706,person,A5037189706,Diksha Singh,Diksha Singh,https://orcid.org/0000-0002-8810-4140
person:A5004628558,person,A5004628558,Dimitri Papathanassiou,Dimitri Papathanassiou,
person:A5079340690,person,A5079340690,Dinand Schepers,Dinand Schepers,https://orcid.org/0000-0002-2611-487X
person:A5043631759,person,A5043631759,Dingyu Zhang,Dingyu Zhang,https://orcid.org/0000-0002-9277-5705
person:A5081647956,person,A5081647956,Dirk Gevers,Dirk Gevers,https://orcid.org/0000-0003-1998-0363
person:A5015096976,person,A5015096976,Dirk Raes,Dirk Raes,https://orcid.org/0000-0002-6628-403X
person:A5068616089,person,A5068616089,Djillali Annane,Djillali Annane,https://orcid.org/0000-0001-6805-8944
person:W3003257820-person-50,person,W3003257820-person-50,Dmitrii V. Pasechnik,Dmitrii V. Pasechnik,
person:A5003523155,person,A5003523155,Dmitriy Smirnov,Dmitriy Smirnov,https://orcid.org/0000-0001-6683-3708
person:A5024412068,person,A5024412068,Dmitry Antipov,Dmitry Antipov,https://orcid.org/0000-0002-6087-0660
person:A5108461729,person,A5108461729,Dominic J. Tildesley,Dominic J. Tildesley,
person:A5077188995,person,A5077188995,Dominik Grewe,Dominik Grewe,
person:A5034699583,person,A5034699583,Dominik Schrempf,Dominik Schrempf,https://orcid.org/0000-0001-8865-9237
person:A5111547791,person,A5111547791,Dominique Figarella-Branger,Dominique Figarella-Branger,
person:A5042188739,person,A5042188739,Don D. Sin,Don D. Sin,https://orcid.org/0000-0002-0756-6643
person:A5018694596,person,A5018694596,Donald A. McQuarrie,Donald A. McQuarrie,
person:A5113667820,person,A5113667820,Donald A. Schön,Donald A. Schön,
person:A5071941451,person,A5071941451,Donald B. Rubin,Donald B. Rubin,https://orcid.org/0000-0001-7127-9262
person:A5103415629,person,A5103415629,Donald D. Price,Donald D. Price,https://orcid.org/0000-0002-8971-7184
person:A5110826490,person,A5110826490,Donald E. Knuth,Donald E. Knuth,
person:A5061717048,person,A5061717048,Donald G. Truhlar,Donald G. Truhlar,https://orcid.org/0000-0002-7742-7294
person:A5013551450,person,A5013551450,Donald Geman,Donald Geman,
person:A5004692457,person,A5004692457,Donald M. Mitchell,Donald M. Mitchell,
person:A5060764581,person,A5060764581,Donald Maxwell Parkin,Donald Maxwell Parkin,https://orcid.org/0000-0002-3229-1784
person:A5112803577,person,A5112803577,Donald R. Huffman,Donald R. Huffman,
person:A5114008161,person,A5114008161,Donald S. Fredrickson,Donald S. Fredrickson,
person:A5110292390,person,A5110292390,Donald T. Campbell,Donald T. Campbell,
person:A5060645271,person,A5060645271,Donald W. Fiske,Donald W. Fiske,
person:A5020961712,person,A5020961712,Donald W. Marquardt,Donald W. Marquardt,
person:A5003416662,person,A5003416662,Donald W. Simonetti,Donald W. Simonetti,
person:A5068936587,person,A5068936587,Donna F. Stroup,Donna F. Stroup,https://orcid.org/0000-0003-1699-4671
person:A5054380367,person,A5054380367,Donna Haraway,Donna Haraway,https://orcid.org/0000-0001-8205-9396
person:A5037749785,person,A5037749785,Donna M. Muzny,Donna M. Muzny,https://orcid.org/0000-0002-3055-0359
person:A5015340283,person,A5015340283,Donna Reseigh Long,Donna Reseigh Long,
person:A5060754496,person,A5060754496,Donovan H. Parks,Donovan H. Parks,https://orcid.org/0000-0001-6662-9010
person:A5112320499,person,A5112320499,Doug Altman,Doug Altman,
person:W2005501262-person-3,person,W2005501262-person-3,Douglas G. Altman,Douglas G. Altman,
person:A5042962646,person,A5042962646,Douglas G. Altman,Douglas G. Altman,https://orcid.org/0000-0002-7183-4083
person:A5025500757,person,A5025500757,Douglas G. Bonett,Douglas G. Bonett,https://orcid.org/0000-0003-2268-0417
person:A5007537368,person,A5007537368,Douglas Hanahan,Douglas Hanahan,https://orcid.org/0000-0002-0883-5251
person:A5018754372,person,A5018754372,Douglas M. Bates,Douglas M. Bates,https://orcid.org/0000-0001-8316-9503
person:W2010094123-person-7,person,W2010094123-person-7,Douglas R. Spitz,Douglas R. Spitz,
person:A5109308016,person,A5109308016,Douglas T. Ross,Douglas T. Ross,
person:A5110857369,person,A5110857369,DouglasG. Altman,DouglasG. Altman,
person:A5111418782,person,A5111418782,Douglass C. North,Douglass C. North,
person:W4392145873-person-7,person,W4392145873-person-7,"Douze, Katja","Douze, Katja",
person:W2122410182-person-0,person,W2122410182-person-0,Dr. Anil Kumar,Dr. Anil Kumar,
person:W2122410182-person-2,person,W2122410182-person-2,Dr. Haewon Byeon,Dr. Haewon Byeon,
person:W2193145675-person-1,person,W2193145675-person-1,Dragomir Anguelov,Dragomir Anguelov,
person:A5081024054,person,A5081024054,Dragomir Anguelov,Dragomir Anguelov,
person:W2034562813-person-0,person,W2034562813-person-0,"Draper, Norman Richard","Draper, Norman Richard",
person:W2010094123-person-5,person,W2010094123-person-5,Drs Freya,Drs Freya,
person:A5010677873,person,A5010677873,Dudley Wyman,Dudley Wyman,
person:W2193145675-person-2,person,W2193145675-person-2,Dumitru Erhan,Dumitru Erhan,
person:A5084125668,person,A5084125668,Dumitru Erhan,Dumitru Erhan,https://orcid.org/0000-0001-7650-1475
person:A5000679279,person,A5000679279,Duncan J. Watts,Duncan J. Watts,https://orcid.org/0000-0001-5005-4961
person:A5010465328,person,A5010465328,Dzmitry Bahdanau,Dzmitry Bahdanau,
person:W1964184380-person-9,person,W1964184380-person-9,E Kume,E Kume,
person:W3003257820-person-28,person,W3003257820-person-28,E. A. Quintero,E. A. Quintero,
person:W2168452204-person-3,person,W2168452204-person-3,E. Cayirci,E. Cayirci,
person:A5017137825,person,A5017137825,E. Di Salvo,E. Di Salvo,
person:A5059624154,person,A5059624154,E. Dijkstra,E. Dijkstra,https://orcid.org/0000-0002-8839-1880
person:A5109832285,person,A5109832285,E. Eisenhauer,E. Eisenhauer,
person:A5089452951,person,A5089452951,E. G. Bligh,E. G. Bligh,
person:A5084828559,person,A5084828559,E. Lamanna,E. Lamanna,https://orcid.org/0000-0002-7844-8230
person:A5016000066,person,A5016000066,E. Medernach,E. Medernach,
person:A5114256131,person,A5114256131,E.M. Southern,E.M. Southern,
person:A5041210487,person,A5041210487,Edgar Erdfelder,Edgar Erdfelder,https://orcid.org/0000-0003-1032-3981
person:A5028706697,person,A5028706697,Edward C. Banfield,Edward C. Banfield,
person:A5034994000,person,A5034994000,Edward C. Uberbacher,Edward C. Uberbacher,
person:A5056017066,person,A5056017066,Edward K. Fujimoto,Edward K. Fujimoto,
person:A5004154542,person,A5004154542,Edward L. Deci,Edward L. Deci,https://orcid.org/0000-0001-8246-8536
person:A5113535594,person,A5113535594,Edward L. Kaplan,Edward L. Kaplan,
person:A5108799790,person,A5108799790,Edward N. Lorenz,Edward N. Lorenz,
person:A5109158438,person,A5109158438,Edward S. Reynolds,Edward S. Reynolds,
person:A5034295195,person,A5034295195,Edward Teller,Edward Teller,
person:A5109860375,person,A5109860375,Edwardo L. Rhodes,Edwardo L. Rhodes,
person:A5052595717,person,A5052595717,Edwin M. Horwitz,Edwin M. Horwitz,https://orcid.org/0000-0002-3751-4027
person:A5080476548,person,A5080476548,Eero P. Simoncelli,Eero P. Simoncelli,https://orcid.org/0000-0002-1206-527X
person:A5045393597,person,A5045393597,Efthymia Papalexi,Efthymia Papalexi,https://orcid.org/0000-0001-5898-694X
person:A5087243007,person,A5087243007,Egon G. Guba,Egon G. Guba,
person:A5011598532,person,A5011598532,Ehsan Ahmadpour,Ehsan Ahmadpour,https://orcid.org/0000-0003-1202-6147
person:A5059992863,person,A5059992863,Eibe Frank,Eibe Frank,https://orcid.org/0000-0001-6152-7111
person:A5103364748,person,A5103364748,EJ Wood,EJ Wood,
person:A5109308238,person,A5109308238,Elaine Brody,Elaine Brody,
person:A5109200358,person,A5109200358,Elaine C. Meng,Elaine C. Meng,
person:A5108794005,person,A5108794005,Elaine Lyon,Elaine Lyon,
person:A5054642128,person,A5054642128,Elaine R. Mardis,Elaine R. Mardis,https://orcid.org/0000-0002-5892-1553
person:A5057599208,person,A5057599208,Elaine Spector,Elaine Spector,https://orcid.org/0000-0002-4468-8500
person:A5082519222,person,A5082519222,Elbert Branscomb,Elbert Branscomb,https://orcid.org/0000-0002-7194-4231
person:A5076787674,person,A5076787674,Elda Dermyshi,Elda Dermyshi,
person:A5096889554,person,A5096889554,Eleina M. Zaitsev,Eleina M. Zaitsev,
person:A5012910967,person,A5012910967,Elena N. Ieno,Elena N. Ieno,
person:A5041615321,person,A5041615321,Elie A. Akl,Elie A. Akl,https://orcid.org/0000-0002-3444-8618
person:A5047742196,person,A5047742196,Elisabeth Fritsch,Elisabeth Fritsch,
person:A5051803014,person,A5051803014,Elissa M. Abrams,Elissa M. Abrams,https://orcid.org/0000-0003-3433-1986
person:A5103081894,person,A5103081894,Elizabeth A. Eisenhauer,Elizabeth A. Eisenhauer,https://orcid.org/0009-0006-1410-7820
person:A5068609634,person,A5068609634,Elizabeth K. Costello,Elizabeth K. Costello,https://orcid.org/0000-0002-6441-2931
person:A5054045289,person,A5054045289,Elizabeth Loder,Elizabeth Loder,https://orcid.org/0000-0003-1501-2947
person:A5071955362,person,A5071955362,Elizabeth R. DeLong,Elizabeth R. DeLong,https://orcid.org/0000-0001-7166-1867
person:A5028138468,person,A5028138468,Elizabeth Strutzel,Elizabeth Strutzel,
person:A5087861735,person,A5087861735,Elizabeth Villa,Elizabeth Villa,https://orcid.org/0000-0003-4677-9809
person:A5101396776,person,A5101396776,Elizabeth Ward,Elizabeth Ward,https://orcid.org/0000-0002-3575-6639
person:A5109226276,person,A5109226276,Elizabeth Waters,Elizabeth Waters,
person:W2896457183-person-1,person,W2896457183-person-1,"Ell, Basil","Ell, Basil",https://orcid.org/0000-0002-8863-3157
person:A5046346579,person,A5046346579,Ellen Clancy,Ellen Clancy,https://orcid.org/0000-0003-4425-3985
person:A5050152988,person,A5050152988,Ellen E. Walters,Ellen E. Walters,
person:A5003436229,person,A5003436229,Elmar Pruesse,Elmar Pruesse,https://orcid.org/0000-0002-1656-6020
person:A5112319973,person,A5112319973,Elyse Foster,Elyse Foster,
person:A5033708738,person,A5033708738,Elías Hólm,Elías Hólm,
person:A5087810793,person,A5087810793,Emad Tajkhorshid,Emad Tajkhorshid,https://orcid.org/0000-0001-8434-1010
person:A5042905021,person,A5042905021,Emanuel M. Stadlan,Emanuel M. Stadlan,
person:W3003257820-person-51,person,W3003257820-person-51,Emanuele Olivetti,Emanuele Olivetti,
person:A5110890858,person,A5110890858,Emil Wolf,Emil Wolf,
person:A5066858273,person,A5066858273,Emilie Agardh,Emilie Agardh,https://orcid.org/0000-0002-8408-1279
person:A5055917872,person,A5055917872,Emily B. Hollister,Emily B. Hollister,
person:A5012356079,person,A5012356079,Emily K. Cope,Emily K. Cope,https://orcid.org/0000-0002-9631-2791
person:A5080956415,person,A5080956415,Emily Vogtmann,Emily Vogtmann,https://orcid.org/0000-0003-1355-5593
person:A5052101351,person,A5052101351,Emma Lundberg,Emma Lundberg,https://orcid.org/0000-0001-7034-0850
person:A5072495084,person,A5072495084,Emmanuel J. Candès,Emmanuel J. Candès,https://orcid.org/0000-0001-9234-924X
person:A5074743574,person,A5074743574,Emmanuelle Charpentier,Emmanuelle Charpentier,https://orcid.org/0000-0002-0254-0778
person:A5044434940,person,A5044434940,Eniac,Eniac,
person:A5029475781,person,A5029475781,Eric Banks,Eric Banks,https://orcid.org/0000-0001-9615-2372
person:A5044048476,person,A5044048476,Eric Boerwinkle,Eric Boerwinkle,https://orcid.org/0000-0001-8813-0544
person:W4292363360-person-2,person,W4292363360-person-2,Eric Chu,Eric Chu,
person:A5107829546,person,A5107829546,Eric D. Green,Eric D. Green,
person:A5070528313,person,A5070528313,Eric F. Pettersen,Eric F. Pettersen,
person:A5033911409,person,A5033911409,Eric Feron,Eric Feron,
