id,type,source,target,publication_id,person_id,author_position,is_corresponding,sort_order
authored_by:publication:W3004280078->person:A5002787853,authored_by,publication:W3004280078,person:A5002787853,W3004280078,A5002787853,middle,0,2
authored_by:publication:W3004280078->person:A5103013886,authored_by,publication:W3004280078,person:A5103013886,W3004280078,A5103013886,middle,0,3
authored_by:publication:W3004280078->person:A5100767849,authored_by,publication:W3004280078,person:A5100767849,W3004280078,A5100767849,middle,0,4
authored_by:publication:W3004280078->person:A5100622062,authored_by,publication:W3004280078,person:A5100622062,W3004280078,A5100622062,middle,0,5
authored_by:publication:W3004280078->person:A5102379144,authored_by,publication:W3004280078,person:A5102379144,W3004280078,A5102379144,middle,0,6
authored_by:publication:W3004280078->person:A5060118564,authored_by,publication:W3004280078,person:A5060118564,W3004280078,A5060118564,middle,0,7
authored_by:publication:W3004280078->person:A5100356466,authored_by,publication:W3004280078,person:A5100356466,W3004280078,A5100356466,middle,0,8
authored_by:publication:W3004280078->person:A5101094927,authored_by,publication:W3004280078,person:A5101094927,W3004280078,A5101094927,middle,0,9
authored_by:publication:W3004280078->person:A5017187601,authored_by,publication:W3004280078,person:A5017187601,W3004280078,A5017187601,middle,0,10
authored_by:publication:W3004280078->person:A5100394807,authored_by,publication:W3004280078,person:A5100394807,W3004280078,A5100394807,middle,0,11
authored_by:publication:W3004280078->person:A5077234479,authored_by,publication:W3004280078,person:A5077234479,W3004280078,A5077234479,middle,0,12
authored_by:publication:W3004280078->person:A5018411180,authored_by,publication:W3004280078,person:A5018411180,W3004280078,A5018411180,middle,0,13
authored_by:publication:W3004280078->person:A5050578152,authored_by,publication:W3004280078,person:A5050578152,W3004280078,A5050578152,middle,0,14
authored_by:publication:W3004280078->person:A5029219116,authored_by,publication:W3004280078,person:A5029219116,W3004280078,A5029219116,middle,0,15
authored_by:publication:W3004280078->person:A5100383015,authored_by,publication:W3004280078,person:A5100383015,W3004280078,A5100383015,middle,0,16
authored_by:publication:W3004280078->person:A5101077869,authored_by,publication:W3004280078,person:A5101077869,W3004280078,A5101077869,middle,0,17
authored_by:publication:W3004280078->person:A5101507174,authored_by,publication:W3004280078,person:A5101507174,W3004280078,A5101507174,middle,0,18
authored_by:publication:W3004280078->person:A5102343941,authored_by,publication:W3004280078,person:A5102343941,W3004280078,A5102343941,middle,0,19
authored_by:publication:W3004280078->person:A5100647548,authored_by,publication:W3004280078,person:A5100647548,W3004280078,A5100647548,middle,0,20
authored_by:publication:W3004280078->person:A5029583070,authored_by,publication:W3004280078,person:A5029583070,W3004280078,A5029583070,middle,0,21
authored_by:publication:W3004280078->person:A5110191677,authored_by,publication:W3004280078,person:A5110191677,W3004280078,A5110191677,middle,0,22
authored_by:publication:W3004280078->person:A5100409376,authored_by,publication:W3004280078,person:A5100409376,W3004280078,A5100409376,middle,0,23
authored_by:publication:W3004280078->person:A5012216290,authored_by,publication:W3004280078,person:A5012216290,W3004280078,A5012216290,middle,0,24
authored_by:publication:W3004280078->person:A5112582604,authored_by,publication:W3004280078,person:A5112582604,W3004280078,A5112582604,middle,0,25
authored_by:publication:W3004280078->person:A5027156402,authored_by,publication:W3004280078,person:A5027156402,W3004280078,A5027156402,middle,0,26
authored_by:publication:W3004280078->person:A5111259036,authored_by,publication:W3004280078,person:A5111259036,W3004280078,A5111259036,middle,0,27
authored_by:publication:W3004280078->person:A5100689158,authored_by,publication:W3004280078,person:A5100689158,W3004280078,A5100689158,last,0,28
authored_by:publication:W3035965352->person:W3035965352-person-0,authored_by,publication:W3035965352,person:W3035965352-person-0,W3035965352,W3035965352-person-0,first,1,0
authored_by:publication:W3035965352->person:W3035965352-person-1,authored_by,publication:W3035965352,person:W3035965352-person-1,W3035965352,W3035965352-person-1,middle,0,1
authored_by:publication:W3035965352->person:W3035965352-person-2,authored_by,publication:W3035965352,person:W3035965352-person-2,W3035965352,W3035965352-person-2,middle,0,2
authored_by:publication:W3035965352->person:W3035965352-person-3,authored_by,publication:W3035965352,person:W3035965352-person-3,W3035965352,W3035965352-person-3,middle,0,3
authored_by:publication:W3035965352->person:W3035965352-person-4,authored_by,publication:W3035965352,person:W3035965352-person-4,W3035965352,W3035965352-person-4,middle,0,4
authored_by:publication:W3035965352->person:W3035965352-person-5,authored_by,publication:W3035965352,person:W3035965352-person-5,W3035965352,W3035965352-person-5,middle,0,5
authored_by:publication:W3035965352->person:W3035965352-person-6,authored_by,publication:W3035965352,person:W3035965352-person-6,W3035965352,W3035965352-person-6,middle,0,6
authored_by:publication:W3035965352->person:W3035965352-person-7,authored_by,publication:W3035965352,person:W3035965352-person-7,W3035965352,W3035965352-person-7,middle,0,7
authored_by:publication:W3035965352->person:W3035965352-person-8,authored_by,publication:W3035965352,person:W3035965352-person-8,W3035965352,W3035965352-person-8,middle,0,8
authored_by:publication:W3035965352->person:W3035965352-person-9,authored_by,publication:W3035965352,person:W3035965352-person-9,W3035965352,W3035965352-person-9,middle,0,9
authored_by:publication:W3035965352->person:W3035965352-person-10,authored_by,publication:W3035965352,person:W3035965352-person-10,W3035965352,W3035965352-person-10,middle,0,10
authored_by:publication:W3035965352->person:W3035965352-person-11,authored_by,publication:W3035965352,person:W3035965352-person-11,W3035965352,W3035965352-person-11,middle,0,11
authored_by:publication:W3035965352->person:W3035965352-person-12,authored_by,publication:W3035965352,person:W3035965352-person-12,W3035965352,W3035965352-person-12,middle,0,12
authored_by:publication:W3035965352->person:W3035965352-person-13,authored_by,publication:W3035965352,person:W3035965352-person-13,W3035965352,W3035965352-person-13,middle,0,13
authored_by:publication:W3035965352->person:W3035965352-person-14,authored_by,publication:W3035965352,person:W3035965352-person-14,W3035965352,W3035965352-person-14,middle,0,14
authored_by:publication:W3035965352->person:W3035965352-person-15,authored_by,publication:W3035965352,person:W3035965352-person-15,W3035965352,W3035965352-person-15,middle,0,15
authored_by:publication:W3035965352->person:W3035965352-person-16,authored_by,publication:W3035965352,person:W3035965352-person-16,W3035965352,W3035965352-person-16,middle,0,16
authored_by:publication:W3035965352->person:W3035965352-person-17,authored_by,publication:W3035965352,person:W3035965352-person-17,W3035965352,W3035965352-person-17,middle,0,17
authored_by:publication:W3035965352->person:W3035965352-person-18,authored_by,publication:W3035965352,person:W3035965352-person-18,W3035965352,W3035965352-person-18,middle,0,18
authored_by:publication:W3035965352->person:W3035965352-person-19,authored_by,publication:W3035965352,person:W3035965352-person-19,W3035965352,W3035965352-person-19,middle,0,19
authored_by:publication:W3035965352->person:W3035965352-person-20,authored_by,publication:W3035965352,person:W3035965352-person-20,W3035965352,W3035965352-person-20,middle,0,20
authored_by:publication:W3035965352->person:W3035965352-person-21,authored_by,publication:W3035965352,person:W3035965352-person-21,W3035965352,W3035965352-person-21,middle,0,21
authored_by:publication:W3035965352->person:W3035965352-person-22,authored_by,publication:W3035965352,person:W3035965352-person-22,W3035965352,W3035965352-person-22,middle,0,22
authored_by:publication:W3035965352->person:W3035965352-person-23,authored_by,publication:W3035965352,person:W3035965352-person-23,W3035965352,W3035965352-person-23,middle,0,23
authored_by:publication:W3035965352->person:W3035965352-person-24,authored_by,publication:W3035965352,person:W3035965352-person-24,W3035965352,W3035965352-person-24,middle,0,24
authored_by:publication:W3035965352->person:W3035965352-person-25,authored_by,publication:W3035965352,person:W3035965352-person-25,W3035965352,W3035965352-person-25,last,0,25
authored_by:publication:W2257979135->person:A5091771290,authored_by,publication:W2257979135,person:A5091771290,W2257979135,A5091771290,first,1,0
authored_by:publication:W2257979135->person:A5006011042,authored_by,publication:W2257979135,person:A5006011042,W2257979135,A5006011042,middle,0,1
authored_by:publication:W2257979135->person:A5054711904,authored_by,publication:W2257979135,person:A5054711904,W2257979135,A5054711904,middle,0,2
authored_by:publication:W2257979135->person:A5009305837,authored_by,publication:W2257979135,person:A5009305837,W2257979135,A5009305837,middle,0,3
authored_by:publication:W2257979135->person:A5053301405,authored_by,publication:W2257979135,person:A5053301405,W2257979135,A5053301405,middle,0,4
authored_by:publication:W2257979135->person:A5025210358,authored_by,publication:W2257979135,person:A5025210358,W2257979135,A5025210358,middle,0,5
authored_by:publication:W2257979135->person:A5080518618,authored_by,publication:W2257979135,person:A5080518618,W2257979135,A5080518618,middle,0,6
authored_by:publication:W2257979135->person:A5021217383,authored_by,publication:W2257979135,person:A5021217383,W2257979135,A5021217383,middle,0,7
authored_by:publication:W2257979135->person:A5008968626,authored_by,publication:W2257979135,person:A5008968626,W2257979135,A5008968626,middle,0,8
authored_by:publication:W2257979135->person:A5049659586,authored_by,publication:W2257979135,person:A5049659586,W2257979135,A5049659586,middle,0,9
authored_by:publication:W2257979135->person:A5034960578,authored_by,publication:W2257979135,person:A5034960578,W2257979135,A5034960578,middle,0,10
authored_by:publication:W2257979135->person:A5077188995,authored_by,publication:W2257979135,person:A5077188995,W2257979135,A5077188995,middle,0,11
authored_by:publication:W2257979135->person:A5058201889,authored_by,publication:W2257979135,person:A5058201889,W2257979135,A5058201889,middle,0,12
authored_by:publication:W2257979135->person:A5059729571,authored_by,publication:W2257979135,person:A5059729571,W2257979135,A5059729571,middle,0,13
authored_by:publication:W2257979135->person:A5006446297,authored_by,publication:W2257979135,person:A5006446297,W2257979135,A5006446297,middle,0,14
authored_by:publication:W2257979135->person:A5066294254,authored_by,publication:W2257979135,person:A5066294254,W2257979135,A5066294254,middle,0,15
authored_by:publication:W2257979135->person:A5059103439,authored_by,publication:W2257979135,person:A5059103439,W2257979135,A5059103439,middle,0,16
authored_by:publication:W2257979135->person:A5090341705,authored_by,publication:W2257979135,person:A5090341705,W2257979135,A5090341705,middle,0,17
authored_by:publication:W2257979135->person:A5051619646,authored_by,publication:W2257979135,person:A5051619646,W2257979135,A5051619646,middle,0,18
authored_by:publication:W2257979135->person:A5005349213,authored_by,publication:W2257979135,person:A5005349213,W2257979135,A5005349213,last,0,19
authored_by:publication:W2104549677->person:W2104549677-person-0,authored_by,publication:W2104549677,person:W2104549677-person-0,W2104549677,W2104549677-person-0,first,0,0
authored_by:publication:W2104549677->person:W2104549677-person-1,authored_by,publication:W2104549677,person:W2104549677-person-1,W2104549677,W2104549677-person-1,middle,1,1
authored_by:publication:W2104549677->person:W2104549677-person-2,authored_by,publication:W2104549677,person:W2104549677-person-2,W2104549677,W2104549677-person-2,middle,0,2
authored_by:publication:W2104549677->person:W2104549677-person-3,authored_by,publication:W2104549677,person:W2104549677-person-3,W2104549677,W2104549677-person-3,middle,0,3
authored_by:publication:W2104549677->person:A5082040351,authored_by,publication:W2104549677,person:A5082040351,W2104549677,A5082040351,middle,1,4
authored_by:publication:W2104549677->person:W2104549677-person-5,authored_by,publication:W2104549677,person:W2104549677-person-5,W2104549677,W2104549677-person-5,middle,0,5
authored_by:publication:W2104549677->person:W2104549677-person-6,authored_by,publication:W2104549677,person:W2104549677-person-6,W2104549677,W2104549677-person-6,middle,0,6
authored_by:publication:W2104549677->person:W2104549677-person-7,authored_by,publication:W2104549677,person:W2104549677-person-7,W2104549677,W2104549677-person-7,middle,0,7
authored_by:publication:W2104549677->person:W2104549677-person-8,authored_by,publication:W2104549677,person:W2104549677-person-8,W2104549677,W2104549677-person-8,middle,0,8
authored_by:publication:W2104549677->person:A5077722090,authored_by,publication:W2104549677,person:A5077722090,W2104549677,A5077722090,middle,0,9
authored_by:publication:W2104549677->person:W2104549677-person-10,authored_by,publication:W2104549677,person:W2104549677-person-10,W2104549677,W2104549677-person-10,middle,0,10
authored_by:publication:W2104549677->person:A5006816272,authored_by,publication:W2104549677,person:A5006816272,W2104549677,A5006816272,middle,0,11
authored_by:publication:W2104549677->person:W2104549677-person-12,authored_by,publication:W2104549677,person:W2104549677-person-12,W2104549677,W2104549677-person-12,middle,0,12
authored_by:publication:W2104549677->person:W2104549677-person-13,authored_by,publication:W2104549677,person:W2104549677-person-13,W2104549677,W2104549677-person-13,middle,0,13
authored_by:publication:W2104549677->person:A5107829546,authored_by,publication:W2104549677,person:A5107829546,W2104549677,A5107829546,middle,0,14
authored_by:publication:W2104549677->person:A5068997042,authored_by,publication:W2104549677,person:A5068997042,W2104549677,A5068997042,middle,0,15
authored_by:publication:W2104549677->person:W2104549677-person-16,authored_by,publication:W2104549677,person:W2104549677-person-16,W2104549677,W2104549677-person-16,middle,0,16
authored_by:publication:W2104549677->person:A5071136927,authored_by,publication:W2104549677,person:A5071136927,W2104549677,A5071136927,middle,0,17
authored_by:publication:W2104549677->person:A5020748592,authored_by,publication:W2104549677,person:A5020748592,W2104549677,A5020748592,middle,0,18
authored_by:publication:W2104549677->person:A5100716198,authored_by,publication:W2104549677,person:A5100716198,W2104549677,A5100716198,middle,0,19
authored_by:publication:W2104549677->person:A5019720850,authored_by,publication:W2104549677,person:A5019720850,W2104549677,A5019720850,middle,0,20
authored_by:publication:W2104549677->person:A5054642128,authored_by,publication:W2104549677,person:A5054642128,W2104549677,A5054642128,middle,0,21
authored_by:publication:W2104549677->person:A5000369565,authored_by,publication:W2104549677,person:A5000369565,W2104549677,A5000369565,middle,0,22
authored_by:publication:W2104549677->person:W2104549677-person-23,authored_by,publication:W2104549677,person:W2104549677-person-23,W2104549677,W2104549677-person-23,middle,0,23
authored_by:publication:W2104549677->person:A5107596584,authored_by,publication:W2104549677,person:A5107596584,W2104549677,A5107596584,middle,0,24
authored_by:publication:W2104549677->person:A5078218837,authored_by,publication:W2104549677,person:A5078218837,W2104549677,A5078218837,middle,0,25
authored_by:publication:W2104549677->person:W2104549677-person-26,authored_by,publication:W2104549677,person:W2104549677-person-26,W2104549677,W2104549677-person-26,middle,0,26
authored_by:publication:W2104549677->person:W2104549677-person-27,authored_by,publication:W2104549677,person:W2104549677-person-27,W2104549677,W2104549677-person-27,middle,0,27
authored_by:publication:W2104549677->person:A5014714324,authored_by,publication:W2104549677,person:A5014714324,W2104549677,A5014714324,middle,0,28
authored_by:publication:W2104549677->person:W2104549677-person-29,authored_by,publication:W2104549677,person:W2104549677-person-29,W2104549677,W2104549677-person-29,middle,0,29
authored_by:publication:W2104549677->person:W2104549677-person-30,authored_by,publication:W2104549677,person:W2104549677-person-30,W2104549677,W2104549677-person-30,middle,0,30
authored_by:publication:W2104549677->person:A5044048476,authored_by,publication:W2104549677,person:A5044048476,W2104549677,A5044048476,middle,0,31
authored_by:publication:W2104549677->person:A5050577909,authored_by,publication:W2104549677,person:A5050577909,W2104549677,A5050577909,middle,0,32
authored_by:publication:W2104549677->person:A5088473119,authored_by,publication:W2104549677,person:A5088473119,W2104549677,A5088473119,middle,0,33
authored_by:publication:W2104549677->person:A5034973328,authored_by,publication:W2104549677,person:A5034973328,W2104549677,A5034973328,middle,0,34
authored_by:publication:W2104549677->person:A5110259138,authored_by,publication:W2104549677,person:A5110259138,W2104549677,A5110259138,middle,0,35
authored_by:publication:W2104549677->person:A5100716198,authored_by,publication:W2104549677,person:A5100716198,W2104549677,A5100716198,middle,0,36
authored_by:publication:W2104549677->person:A5037749785,authored_by,publication:W2104549677,person:A5037749785,W2104549677,A5037749785,middle,0,37
authored_by:publication:W2104549677->person:W2104549677-person-38,authored_by,publication:W2104549677,person:W2104549677-person-38,W2104549677,W2104549677-person-38,middle,0,38
authored_by:publication:W2104549677->person:A5100559157,authored_by,publication:W2104549677,person:A5100559157,W2104549677,A5100559157,middle,0,39
authored_by:publication:W2104549677->person:W2104549677-person-40,authored_by,publication:W2104549677,person:W2104549677-person-40,W2104549677,W2104549677-person-40,middle,0,40
authored_by:publication:W2104549677->person:W2104549677-person-41,authored_by,publication:W2104549677,person:W2104549677-person-41,W2104549677,W2104549677-person-41,middle,0,41
authored_by:publication:W2104549677->person:A5077722217,authored_by,publication:W2104549677,person:A5077722217,W2104549677,A5077722217,middle,0,42
authored_by:publication:W2104549677->person:A5058327122,authored_by,publication:W2104549677,person:A5058327122,W2104549677,A5058327122,middle,0,43
authored_by:publication:W2104549677->person:A5052083635,authored_by,publication:W2104549677,person:A5052083635,W2104549677,A5052083635,middle,0,44
authored_by:publication:W2104549677->person:A5009510775,authored_by,publication:W2104549677,person:A5009510775,W2104549677,A5009510775,middle,0,45
authored_by:publication:W2104549677->person:A5016529100,authored_by,publication:W2104549677,person:A5016529100,W2104549677,A5016529100,middle,0,46
authored_by:publication:W2104549677->person:A5031168904,authored_by,publication:W2104549677,person:A5031168904,W2104549677,A5031168904,middle,0,47
authored_by:publication:W2104549677->person:W2104549677-person-48,authored_by,publication:W2104549677,person:W2104549677-person-48,W2104549677,W2104549677-person-48,middle,0,48
authored_by:publication:W2104549677->person:A5024331115,authored_by,publication:W2104549677,person:A5024331115,W2104549677,A5024331115,middle,0,49
authored_by:publication:W2104549677->person:A5100368556,authored_by,publication:W2104549677,person:A5100368556,W2104549677,A5100368556,middle,0,50
authored_by:publication:W2104549677->person:A5032136842,authored_by,publication:W2104549677,person:A5032136842,W2104549677,A5032136842,middle,0,51
authored_by:publication:W2104549677->person:W2104549677-person-52,authored_by,publication:W2104549677,person:W2104549677-person-52,W2104549677,W2104549677-person-52,middle,0,52
authored_by:publication:W2104549677->person:A5050221114,authored_by,publication:W2104549677,person:A5050221114,W2104549677,A5050221114,middle,0,53
authored_by:publication:W2104549677->person:A5100441085,authored_by,publication:W2104549677,person:A5100441085,W2104549677,A5100441085,middle,0,54
authored_by:publication:W2104549677->person:A5090998485,authored_by,publication:W2104549677,person:A5090998485,W2104549677,A5090998485,middle,0,55
authored_by:publication:W2104549677->person:A5073827104,authored_by,publication:W2104549677,person:A5073827104,W2104549677,A5073827104,middle,0,56
authored_by:publication:W2104549677->person:A5004406489,authored_by,publication:W2104549677,person:A5004406489,W2104549677,A5004406489,middle,0,57
authored_by:publication:W2104549677->person:A5003334032,authored_by,publication:W2104549677,person:A5003334032,W2104549677,A5003334032,middle,0,58
authored_by:publication:W2104549677->person:A5065676200,authored_by,publication:W2104549677,person:A5065676200,W2104549677,A5065676200,middle,0,59
authored_by:publication:W2104549677->person:A5020221893,authored_by,publication:W2104549677,person:A5020221893,W2104549677,A5020221893,middle,0,60
authored_by:publication:W2104549677->person:W2104549677-person-61,authored_by,publication:W2104549677,person:W2104549677-person-61,W2104549677,W2104549677-person-61,middle,0,61
authored_by:publication:W2104549677->person:A5100451926,authored_by,publication:W2104549677,person:A5100451926,W2104549677,A5100451926,middle,0,62
authored_by:publication:W2104549677->person:A5079060255,authored_by,publication:W2104549677,person:A5079060255,W2104549677,A5079060255,middle,0,63
authored_by:publication:W2104549677->person:A5100386756,authored_by,publication:W2104549677,person:A5100386756,W2104549677,A5100386756,middle,0,64
authored_by:publication:W2104549677->person:A5100709477,authored_by,publication:W2104549677,person:A5100709477,W2104549677,A5100709477,middle,0,65
authored_by:publication:W2104549677->person:A5062237479,authored_by,publication:W2104549677,person:A5062237479,W2104549677,A5062237479,middle,0,66
authored_by:publication:W2104549677->person:A5065200226,authored_by,publication:W2104549677,person:A5065200226,W2104549677,A5065200226,middle,0,67
authored_by:publication:W2104549677->person:W2104549677-person-68,authored_by,publication:W2104549677,person:W2104549677-person-68,W2104549677,W2104549677-person-68,middle,0,68
authored_by:publication:W2104549677->person:A5020748592,authored_by,publication:W2104549677,person:A5020748592,W2104549677,A5020748592,middle,0,69
authored_by:publication:W2104549677->person:W2104549677-person-70,authored_by,publication:W2104549677,person:W2104549677-person-70,W2104549677,W2104549677-person-70,middle,0,70
authored_by:publication:W2104549677->person:A5108378152,authored_by,publication:W2104549677,person:A5108378152,W2104549677,A5108378152,middle,0,71
authored_by:publication:W2104549677->person:A5101581051,authored_by,publication:W2104549677,person:A5101581051,W2104549677,A5101581051,middle,0,72
authored_by:publication:W2104549677->person:A5010180174,authored_by,publication:W2104549677,person:A5010180174,W2104549677,A5010180174,middle,0,73
authored_by:publication:W2104549677->person:A5059315543,authored_by,publication:W2104549677,person:A5059315543,W2104549677,A5059315543,middle,0,74
authored_by:publication:W2104549677->person:A5002408945,authored_by,publication:W2104549677,person:A5002408945,W2104549677,A5002408945,middle,0,75
authored_by:publication:W2104549677->person:A5053179789,authored_by,publication:W2104549677,person:A5053179789,W2104549677,A5053179789,middle,0,76
authored_by:publication:W2104549677->person:W2104549677-person-77,authored_by,publication:W2104549677,person:W2104549677-person-77,W2104549677,W2104549677-person-77,middle,0,77
authored_by:publication:W2104549677->person:A5071626276,authored_by,publication:W2104549677,person:A5071626276,W2104549677,A5071626276,middle,0,78
authored_by:publication:W2104549677->person:W2104549677-person-79,authored_by,publication:W2104549677,person:W2104549677-person-79,W2104549677,W2104549677-person-79,middle,0,79
authored_by:publication:W2104549677->person:A5078770916,authored_by,publication:W2104549677,person:A5078770916,W2104549677,A5078770916,middle,0,80
authored_by:publication:W2104549677->person:A5044085246,authored_by,publication:W2104549677,person:A5044085246,W2104549677,A5044085246,middle,0,81
authored_by:publication:W2104549677->person:A5050467747,authored_by,publication:W2104549677,person:A5050467747,W2104549677,A5050467747,middle,0,82
authored_by:publication:W2104549677->person:A5015292353,authored_by,publication:W2104549677,person:A5015292353,W2104549677,A5015292353,middle,0,83
authored_by:publication:W2104549677->person:A5034321074,authored_by,publication:W2104549677,person:A5034321074,W2104549677,A5034321074,middle,0,84
authored_by:publication:W2104549677->person:A5052502792,authored_by,publication:W2104549677,person:A5052502792,W2104549677,A5052502792,middle,0,85
authored_by:publication:W2104549677->person:A5034697550,authored_by,publication:W2104549677,person:A5034697550,W2104549677,A5034697550,middle,0,86
authored_by:publication:W2104549677->person:A5111889793,authored_by,publication:W2104549677,person:A5111889793,W2104549677,A5111889793,middle,0,87
authored_by:publication:W2104549677->person:A5003523155,authored_by,publication:W2104549677,person:A5003523155,W2104549677,A5003523155,middle,0,88
authored_by:publication:W2104549677->person:W2104549677-person-89,authored_by,publication:W2104549677,person:W2104549677-person-89,W2104549677,W2104549677-person-89,middle,0,89
authored_by:publication:W2104549677->person:A5065726505,authored_by,publication:W2104549677,person:A5065726505,W2104549677,A5065726505,middle,0,90
authored_by:publication:W2104549677->person:A5040090561,authored_by,publication:W2104549677,person:A5040090561,W2104549677,A5040090561,middle,0,91
authored_by:publication:W2104549677->person:A5004687813,authored_by,publication:W2104549677,person:A5004687813,W2104549677,A5004687813,middle,0,92
authored_by:publication:W2104549677->person:A5042311778,authored_by,publication:W2104549677,person:A5042311778,W2104549677,A5042311778,middle,0,93
authored_by:publication:W2104549677->person:W2104549677-person-94,authored_by,publication:W2104549677,person:W2104549677-person-94,W2104549677,W2104549677-person-94,middle,0,94
authored_by:publication:W2104549677->person:W2104549677-person-95,authored_by,publication:W2104549677,person:W2104549677-person-95,W2104549677,W2104549677-person-95,middle,0,95
authored_by:publication:W2104549677->person:W2104549677-person-96,authored_by,publication:W2104549677,person:W2104549677-person-96,W2104549677,W2104549677-person-96,middle,0,96
authored_by:publication:W2104549677->person:A5113658176,authored_by,publication:W2104549677,person:A5113658176,W2104549677,A5113658176,middle,0,97
authored_by:publication:W2104549677->person:W2104549677-person-98,authored_by,publication:W2104549677,person:W2104549677-person-98,W2104549677,W2104549677-person-98,middle,0,98
authored_by:publication:W2104549677->person:A5039537064,authored_by,publication:W2104549677,person:A5039537064,W2104549677,A5039537064,middle,0,99
authored_by:publication:W2919115771->person:A5001226970,authored_by,publication:W2919115771,person:A5001226970,W2919115771,A5001226970,first,1,0
authored_by:publication:W2919115771->person:A5086198262,authored_by,publication:W2919115771,person:A5086198262,W2919115771,A5086198262,middle,0,1
authored_by:publication:W2919115771->person:A5108093963,authored_by,publication:W2919115771,person:A5108093963,W2919115771,A5108093963,last,0,2
authored_by:publication:W2145339207->person:A5008904142,authored_by,publication:W2145339207,person:A5008904142,W2145339207,A5008904142,first,1,0
authored_by:publication:W2145339207->person:A5090341705,authored_by,publication:W2145339207,person:A5090341705,W2145339207,A5090341705,middle,0,1
authored_by:publication:W2145339207->person:A5091771290,authored_by,publication:W2145339207,person:A5091771290,W2145339207,A5091771290,middle,0,2
authored_by:publication:W2145339207->person:A5101742327,authored_by,publication:W2145339207,person:A5101742327,W2145339207,A5101742327,middle,0,3
authored_by:publication:W2145339207->person:A5060709021,authored_by,publication:W2145339207,person:A5060709021,W2145339207,A5060709021,middle,0,4
authored_by:publication:W2145339207->person:A5001087292,authored_by,publication:W2145339207,person:A5001087292,W2145339207,A5001087292,middle,0,5
authored_by:publication:W2145339207->person:A5043473089,authored_by,publication:W2145339207,person:A5043473089,W2145339207,A5043473089,middle,0,6
authored_by:publication:W2145339207->person:A5041323275,authored_by,publication:W2145339207,person:A5041323275,W2145339207,A5041323275,middle,0,7
authored_by:publication:W2145339207->person:A5032865587,authored_by,publication:W2145339207,person:A5032865587,W2145339207,A5032865587,middle,0,8
authored_by:publication:W2145339207->person:A5016618355,authored_by,publication:W2145339207,person:A5016618355,W2145339207,A5016618355,middle,0,9
authored_by:publication:W2145339207->person:A5050109164,authored_by,publication:W2145339207,person:A5050109164,W2145339207,A5050109164,middle,0,10
authored_by:publication:W2145339207->person:A5018388854,authored_by,publication:W2145339207,person:A5018388854,W2145339207,A5018388854,middle,0,11
authored_by:publication:W2145339207->person:A5012250683,authored_by,publication:W2145339207,person:A5012250683,W2145339207,A5012250683,middle,0,12
authored_by:publication:W2145339207->person:A5021217383,authored_by,publication:W2145339207,person:A5021217383,W2145339207,A5021217383,middle,0,13
authored_by:publication:W2145339207->person:A5048371195,authored_by,publication:W2145339207,person:A5048371195,W2145339207,A5048371195,middle,0,14
authored_by:publication:W2145339207->person:A5048551460,authored_by,publication:W2145339207,person:A5048551460,W2145339207,A5048551460,middle,0,15
authored_by:publication:W2145339207->person:A5053990531,authored_by,publication:W2145339207,person:A5053990531,W2145339207,A5053990531,middle,0,16
authored_by:publication:W2145339207->person:A5008987732,authored_by,publication:W2145339207,person:A5008987732,W2145339207,A5008987732,middle,0,17
authored_by:publication:W2145339207->person:A5005349213,authored_by,publication:W2145339207,person:A5005349213,W2145339207,A5005349213,last,0,18
authored_by:publication:W2259938310->person:A5035037595,authored_by,publication:W2259938310,person:A5035037595,W2259938310,A5035037595,first,1,0
authored_by:publication:W2006318126->person:A5055227491,authored_by,publication:W2006318126,person:A5055227491,W2006318126,A5055227491,first,1,0
authored_by:publication:W2006318126->person:A5110244260,authored_by,publication:W2006318126,person:A5110244260,W2006318126,A5110244260,last,0,1
authored_by:publication:W2125284466->person:A5072248970,authored_by,publication:W2125284466,person:A5072248970,W2125284466,A5072248970,first,1,0
authored_by:publication:W2125284466->person:A5058357018,authored_by,publication:W2125284466,person:A5058357018,W2125284466,A5058357018,middle,0,1
authored_by:publication:W2125284466->person:A5088527376,authored_by,publication:W2125284466,person:A5088527376,W2125284466,A5088527376,middle,0,2
authored_by:publication:W2125284466->person:A5024028137,authored_by,publication:W2125284466,person:A5024028137,W2125284466,A5024028137,middle,0,3
authored_by:publication:W2125284466->person:A5076142044,authored_by,publication:W2125284466,person:A5076142044,W2125284466,A5076142044,middle,0,4
authored_by:publication:W2125284466->person:A5076577191,authored_by,publication:W2125284466,person:A5076577191,W2125284466,A5076577191,middle,0,5
authored_by:publication:W2125284466->person:A5072442751,authored_by,publication:W2125284466,person:A5072442751,W2125284466,A5072442751,middle,0,6
authored_by:publication:W2125284466->person:A5001198014,authored_by,publication:W2125284466,person:A5001198014,W2125284466,A5001198014,last,0,7
authored_by:publication:W2168909179->person:A5108140420,authored_by,publication:W2168909179,person:A5108140420,W2168909179,A5108140420,first,1,0
authored_by:publication:W2168909179->person:A5091229340,authored_by,publication:W2168909179,person:A5091229340,W2168909179,A5091229340,middle,0,1
authored_by:publication:W2168909179->person:A5021669455,authored_by,publication:W2168909179,person:A5021669455,W2168909179,A5021669455,middle,0,2
authored_by:publication:W2168909179->person:A5049581540,authored_by,publication:W2168909179,person:A5049581540,W2168909179,A5049581540,middle,0,3
