id,display_name,orcid
A5109158404,M.E. Frazier,
A5111563280,J. M. Tarascon,
A5055227491,Michel Armand,https://orcid.org/0000-0002-1303-9233
A5109070857,Norman Myers,
A5030139784,Russell A. Mittermeier,https://orcid.org/0000-0002-8002-826X
A5032949045,Cristina G. Mittermeier,
A5114911266,Gustavo A. B. da Fonseca,https://orcid.org/0000-0002-6290-5812
A5003153552,Jennifer Kent,https://orcid.org/0000-0002-3051-7698
A5062498736,Charles M. Perou,https://orcid.org/0000-0001-9827-2247
A5052676245,Thérese Sørlie,https://orcid.org/0000-0002-5995-2319
A5023048831,Matt van de Rijn,https://orcid.org/0000-0002-1909-9739
A5017044520,Stefanie S. Jeffrey,https://orcid.org/0000-0003-4478-2764
A5087718708,Christian A. Rees,
A5008936074,Jonathan R. Pollack,https://orcid.org/0000-0002-0212-7721
A5109308016,Douglas T. Ross,
A5010451213,Hilde Johnsen,
A5068445062,Lars A. Akslen,https://orcid.org/0000-0003-2710-9543
A5016467945,Øystein Fluge,
A5086953586,Alexander Pergamenschikov,
A5021314151,Cheryl F. Williams,
A5078993134,Shirley Zhu,https://orcid.org/0009-0005-8492-7915
A5035837487,Per Eystein Lønning,https://orcid.org/0000-0002-8890-6303
A5083875677,Anne‐Lise Børresen‐Dale,
A5000679279,Duncan J. Watts,https://orcid.org/0000-0001-5005-4961
A5029418921,Steven H. Strogatz,https://orcid.org/0000-0003-2923-3118
A5091724650,Robert Costanza,https://orcid.org/0000-0001-6348-8734
A5002260826,Ralph C. d’Arge,
A5086038630,R.S. de Groot,https://orcid.org/0000-0002-5023-5575
A5024881899,Stephen Färber,
A5080683619,Monica Grasso,https://orcid.org/0000-0003-1739-3448
A5030681852,Bruce Hannon,
A5075209458,Karin E. Limburg,https://orcid.org/0000-0003-3716-8555
A5033867997,Shahid Naeem,https://orcid.org/0000-0002-6569-2648
A5108290426,Robert V. O’Neill,
A5081565412,José M. Paruelo,https://orcid.org/0000-0002-8784-9431
A5109886075,R. Raskin,
A5017913101,Paul C. Sutton,https://orcid.org/0000-0001-6972-3256
A5089420094,Marjan van den Belt,
A5015401603,Charles T. Kresge,
A5040774720,M. E. Leonowicz,
A5053242305,Wiesław J. Roth,https://orcid.org/0000-0002-4090-8043
A5109920665,J.C. Vartuli,
A5035957651,Jeffrey S. Beck,
A5074738502,Brian C. O’Regan,https://orcid.org/0000-0001-5464-1450
A5109160404,Michaël Grätzel,
A5079749826,Sumio Iijima,https://orcid.org/0000-0001-5857-0346
A5048240638,David E. Rumelhart,
A5112059424,Ronald J. Williams,
A5050518847,Harold W. Kroto,
A5087000600,J. R. Heath,
A5103526070,Sean C. O’Brien,
A5050630131,R. F. Curl,
A5015746014,R. E. Smalley,
A5040482719,Georges Köhler,
A5108412595,César Milstein,
A5110769784,Akira Fujishima,
A5112072892,Kenichi Honda,
A5030122660,Ulrich K. Laemmli,
A5014309302,Evan Bolyen,https://orcid.org/0000-0002-5362-6782
A5045260328,Jai Ram Rideout,https://orcid.org/0000-0003-2587-1454
A5044141437,Matthew R. Dillon,https://orcid.org/0000-0002-7713-1952
A5000165682,Nicholas A. Bokulich,https://orcid.org/0000-0002-1784-8935
A5012823292,Christian C. Abnet,https://orcid.org/0000-0002-3008-7843
A5058766687,Gabriel A. Al‐Ghalith,https://orcid.org/0000-0002-6953-6319
A5013626144,Harriet Alexander,https://orcid.org/0000-0003-1308-8008
A5091119492,Eric J. Alm,https://orcid.org/0000-0001-8294-9364
A5058914957,Manimozhiyan Arumugam,https://orcid.org/0000-0002-0886-9101
A5023870348,Francesco Asnicar,https://orcid.org/0000-0003-3732-1468
A5100630907,Yang Bai,https://orcid.org/0000-0003-2652-7022
A5068812632,Jordan E. Bisanz,https://orcid.org/0000-0002-8649-1706
A5051319454,Asker Brejnrod,https://orcid.org/0000-0002-1327-2051
A5000856048,Colin Brislawn,https://orcid.org/0000-0002-9109-1950
A5036229691,C. Titus Brown,https://orcid.org/0000-0001-6001-2677
A5012057261,Andrés Mauricio Caraballo‐Rodríguez,https://orcid.org/0000-0001-5499-2728
A5104274724,John Chase,
A5012356079,Emily K. Cope,https://orcid.org/0000-0002-9631-2791
A5063348766,Ricardo Silva,https://orcid.org/0000-0001-6378-0479
A5004117093,Christian Diener,https://orcid.org/0000-0002-7476-0868
A5082720301,Pieter C. Dorrestein,https://orcid.org/0000-0002-3003-1030
A5001579116,Gavin M. Douglas,https://orcid.org/0000-0001-5164-6707
A5021434656,Daniel M. Durall,https://orcid.org/0000-0001-7414-4443
A5078594398,Claire Duvallet,https://orcid.org/0000-0002-8093-8394
A5081796051,Christian F. Edwardson,https://orcid.org/0000-0001-7524-7209
A5010086188,Madeleine Ernst,https://orcid.org/0000-0001-9530-3837
A5049341324,Mehrbod Estaki,https://orcid.org/0000-0003-4556-8444
A5023589584,Jennifer Fouquier,https://orcid.org/0000-0002-0975-8235
A5032648643,Julia M. Gauglitz,https://orcid.org/0000-0003-3146-2489
A5064118261,Sean M. Gibbons,https://orcid.org/0000-0002-8724-7916
A5037837504,Deanna L. Gibson,https://orcid.org/0000-0003-0052-7550
A5101532298,Antonio González,https://orcid.org/0000-0002-5900-3965
A5000991724,Kestrel Gorlick,
A5021380321,Jiarong Guo,https://orcid.org/0000-0002-6903-5418
A5063135788,Benjamin Hillmann,https://orcid.org/0000-0003-4276-1329
A5072721379,Hannes Holste,https://orcid.org/0000-0001-7739-6590
A5008844345,Curtis Huttenhower,https://orcid.org/0000-0002-1110-0096
A5065650315,Stefan Janssen,https://orcid.org/0000-0003-0955-0589
A5084397587,Alan K. Jarmusch,https://orcid.org/0000-0002-2228-6308
A5066665482,Lingjing Jiang,https://orcid.org/0000-0001-8706-2850
A5069233200,Benjamin D. Kaehler,https://orcid.org/0000-0002-5318-9551
A5024849145,Kyo Bin Kang,https://orcid.org/0000-0003-3290-1017
A5043637496,Christopher R. Keefe,https://orcid.org/0000-0002-4289-0991
A5045601734,Paul Keim,https://orcid.org/0000-0003-0089-5820
A5046633037,Irina Koester,https://orcid.org/0000-0002-1571-882X
A5084827722,Tomasz Kościółek,https://orcid.org/0000-0002-9915-7387
A5089511913,Jorden Kreps,https://orcid.org/0000-0003-3758-6458
A5061354858,Morgan G. I. Langille,https://orcid.org/0000-0002-6604-3009
A5003368129,Joslynn S. Lee,https://orcid.org/0000-0001-9363-6013
A5100765918,Yongxin Liu,https://orcid.org/0000-0003-1832-9835
A5047818038,Erikka Loftfield,https://orcid.org/0000-0002-3573-8748
A5090166556,Massoud Maher,
A5009540046,Clarisse Marotz,https://orcid.org/0000-0002-1520-8854
A5022081563,Bryan D Martin,https://orcid.org/0000-0002-8002-5296
A5055202207,Lauren J. McIver,https://orcid.org/0000-0002-2199-4310
A5011189475,Alexey V. Melnik,https://orcid.org/0000-0002-4645-8880
A5081142594,Jessica L. Metcalf,https://orcid.org/0000-0001-8374-8046
A5091486856,Sydney Morgan,https://orcid.org/0000-0002-8152-1320
A5039009666,Jamie Morton,
A5015750563,Ahmad Turan Naimey,
A5007031983,José A. Navas-Molina,https://orcid.org/0000-0003-4595-920X
A5081815233,Louis‐Félix Nothias,https://orcid.org/0000-0001-6711-6719
A5090259722,Stephanie B. Orchanian,https://orcid.org/0000-0002-2491-1074
A5019273406,Talima Pearson,https://orcid.org/0000-0003-3696-041X
A5017863068,Samuel L Peoples,
A5012059205,Daniel Petras,https://orcid.org/0000-0002-6561-3022
A5034532474,Mary L. Preuss,
A5009625579,Lasse Buur Rasmussen,
A5085522942,Adam R. Rivers,https://orcid.org/0000-0002-3703-834X
A5028011279,Michael S. Robeson,https://orcid.org/0000-0001-7119-6301
A5068955749,Patrick Rosenthal,
A5068576885,Nicola Segata,https://orcid.org/0000-0002-1583-5794
A5033941906,Michael Shaffer,https://orcid.org/0000-0002-1783-3709
A5073261976,Arron Shiffer,
A5084125220,Rashmi Sinha,https://orcid.org/0000-0002-2466-7462
A5007034049,Se Jin Song,https://orcid.org/0000-0003-0750-5709
A5045792442,John R. Spear,https://orcid.org/0000-0002-4664-7438
A5005856984,Austin D. Swafford,https://orcid.org/0000-0001-5655-8300
A5010836192,Luke Thompson,https://orcid.org/0000-0002-3911-1280
A5058418462,Pedro J. Torres,https://orcid.org/0000-0002-0606-8482
W2963276645-person-90,Pauline Trinh,
A5060283036,Anupriya Tripathi,https://orcid.org/0000-0001-8912-9684
A5003179870,Sabah Ul-Hasan,https://orcid.org/0000-0001-6334-452X
A5075156076,Justin J. J. van der Hooft,https://orcid.org/0000-0002-9340-5511
A5086305028,Fernando Vargas,https://orcid.org/0000-0001-5847-2439
A5024143614,Yoshiki Vázquez‐Baeza,https://orcid.org/0000-0001-6014-2009
A5080956415,Emily Vogtmann,https://orcid.org/0000-0003-1355-5593
A5072785379,Max von Hippel,https://orcid.org/0000-0003-0288-5802
A5025148058,William A. Walters,
A5063303706,Manfred Grabherr,https://orcid.org/0000-0001-8792-6508
A5019458580,Brian J. Haas,https://orcid.org/0000-0002-6609-4973
A5013265313,Moran Yassour,https://orcid.org/0000-0002-7344-5188
A5024425176,Joshua Z. Levin,https://orcid.org/0000-0002-0170-3598
A5048267912,Dawn Thompson,https://orcid.org/0000-0002-1341-4435
A5048280875,Ido Amit,https://orcid.org/0000-0003-2968-877X
A5080948604,Xian Adiconis,https://orcid.org/0000-0002-4052-2503
W2126419817-person-7,Lin Fan,
A5070853960,Raktima Raychowdhury,
A5101506692,Qiandong Zeng,https://orcid.org/0000-0002-1885-7892
A5100718751,Zehua Chen,https://orcid.org/0000-0003-2127-7829
A5111906486,Evan Mauceli,
A5048859270,Nir Hacohen,https://orcid.org/0000-0002-2349-2656
A5109465150,Andreas Gnirke,
A5004708181,Nick Rhind,https://orcid.org/0000-0003-1758-7736
A5101410245,Federica Di Palma,https://orcid.org/0000-0002-4394-0102
A5021669455,Bruce W. Birren,https://orcid.org/0000-0001-6971-945X
A5049581540,Chad Nusbaum,https://orcid.org/0000-0002-2777-1708
A5007985109,Kerstin Lindblad‐Toh,https://orcid.org/0000-0001-8338-0253
A5076999649,Nir Friedman,https://orcid.org/0000-0002-9678-3550
A5004067604,Aviv Regev,https://orcid.org/0000-0003-3293-3158
A5014218807,James Robinson,https://orcid.org/0000-0002-2187-5944
A5033125816,Helga Thorvaldsdóttir,
A5078967801,Wendy Winckler,https://orcid.org/0009-0008-9893-9652
A5052599603,Mitchell Guttman,https://orcid.org/0000-0003-4748-9352
A5001392592,Gad Getz,https://orcid.org/0000-0002-0936-0753
A5016854384,Cole Trapnell,https://orcid.org/0000-0002-8105-4347
A5101518313,Brian A. Williams,https://orcid.org/0000-0003-3253-611X
A5069088537,Geo Pertea,https://orcid.org/0000-0002-3210-7182
A5074895828,A Mortazavi,https://orcid.org/0000-0002-4259-6362
A5009489348,Gordon Kwan,
A5053676578,Marijke J. van Baren,https://orcid.org/0000-0002-1218-4527
A5056820199,B Wold,https://orcid.org/0000-0003-3235-8130
A5020008219,Lior Pachter,https://orcid.org/0000-0002-9164-6231
A5108375431,Jürgen Cox,
A5090940750,Matthias Mann,https://orcid.org/0000-0003-1292-4799
A5069887963,Michael Ashburner,
A5113321696,Catherine A. Ball,
A5016349593,Judith A. Blake,https://orcid.org/0000-0001-8522-334X
A5064832872,H. Butler,
A5058567429,J. Michael Cherry,https://orcid.org/0000-0001-9163-5180
A5064334598,Allan Peter Davis,https://orcid.org/0000-0002-5741-7128
A5037884529,Kara Dolinski,https://orcid.org/0000-0002-7010-0264
A5079846682,Selina S. Dwight,https://orcid.org/0000-0002-8546-7798
A5006382524,Janan T. Eppig,https://orcid.org/0000-0003-1652-8072
A5024953209,Midori A. Harris,https://orcid.org/0000-0003-4148-4606
A5029292423,David P. Hill,https://orcid.org/0000-0001-7476-6306
A5033504917,Laurie Issel‐Tarver,https://orcid.org/0000-0003-2930-1918
A5032714338,Andrew Kasarskis,https://orcid.org/0000-0001-6454-9076
A5105780503,Suzanna Lewis,
A5016799598,John C. Matese,https://orcid.org/0000-0002-9432-8909
A5062064598,Joel E. Richardson,https://orcid.org/0000-0003-3342-5753
A5070528752,Martin Ringwald,https://orcid.org/0000-0002-5696-5421
A5086255792,Gerald M. Rubin,https://orcid.org/0000-0001-8762-8703
A5058333700,Gavin Sherlock,https://orcid.org/0000-0002-1692-4983
A5016144644,Patrice Simon,https://orcid.org/0000-0002-0461-8268
A5035467559,Yury Gogotsi,https://orcid.org/0000-0001-9423-4032
W3003257820-person-0,Pauli Virtanen,
W3003257820-person-1,Ralf Gommers,https://orcid.org/0000-0002-0300-3333
W3003257820-person-2,Travis E. Oliphant,
W3003257820-person-3,Matt Haberland,https://orcid.org/0000-0003-4806-3601
W3003257820-person-4,Tyler Reddy,https://orcid.org/0000-0003-2364-6157
W3003257820-person-5,David Cournapeau,
W3003257820-person-6,Evgeni Burovski,
W3003257820-person-7,Pearu Peterson,
W3003257820-person-8,Warren Weckesser,
W3003257820-person-9,Jonathan Bright,
W3003257820-person-10,Stéfan J. van der Walt,https://orcid.org/0000-0001-9276-1891
W3003257820-person-11,Matthew Brett,
W3003257820-person-12,Joshua Wilson,
W3003257820-person-13,K. Jarrod Millman,https://orcid.org/0000-0002-5263-5070
W3003257820-person-14,Nikolay Mayorov,
W3003257820-person-15,Andrew R. J. Nelson,https://orcid.org/0000-0002-4548-3558
W3003257820-person-16,Eric Jones,
W3003257820-person-17,Robert Kern,
W3003257820-person-18,Eric Larson,
W3003257820-person-19,C J Carey,
W3003257820-person-20,İlhan Polat,
W3003257820-person-21,Yu Feng,
W3003257820-person-22,Eric W. Moore,
W3003257820-person-23,Jake VanderPlas,
W3003257820-person-24,Denis Laxalde,https://orcid.org/0000-0002-5540-4825
W3003257820-person-25,Josef Perktold,
W3003257820-person-26,Robert Cimrman,
W3003257820-person-27,Ian Henriksen,
W3003257820-person-28,E. A. Quintero,
W3003257820-person-29,Charles R. Harris,
W3003257820-person-30,Anne M. Archibald,
W3003257820-person-31,Antônio H. Ribeiro,https://orcid.org/0000-0003-3632-8529
W3003257820-person-32,Fabian Pedregosa,
W3003257820-person-33,Paul van Mulbregt,https://orcid.org/0000-0002-2382-8308
W3003257820-person-34,SciPy 1.0 Contributors,
W3003257820-person-35,Aditya Vijaykumar,
W3003257820-person-36,Alessandro Pietro Bardelli,
W3003257820-person-37,Alex Rothberg,
W3003257820-person-38,Andreas Hilboll,
W3003257820-person-39,Andreas Kloeckner,
W3003257820-person-40,Anthony Scopatz,
W3003257820-person-41,Antony Lee,
W3003257820-person-42,Ariel Rokem,
W3003257820-person-43,C. Nathan Woods,
W3003257820-person-44,Chad Fulton,
W3003257820-person-45,Charles Masson,
W3003257820-person-46,Christian Häggström,
W3003257820-person-47,Clark Fitzgerald,
W3003257820-person-48,David A. Nicholson,
W3003257820-person-49,David R. Hagen,
W3003257820-person-50,Dmitrii V. Pasechnik,
W3003257820-person-51,Emanuele Olivetti,
W3003257820-person-52,Eric Martin,
W3003257820-person-53,Eric Wieser,
W3003257820-person-54,Fabrice Silva,
W3003257820-person-55,Felix Lenders,
W3003257820-person-56,Florian Wilhelm,
W3003257820-person-57,G. Young,
W3003257820-person-58,Gavin A. Price,
W3003257820-person-59,Gert-Ludwig Ingold,
W3003257820-person-60,Gregory E. Allen,
W3003257820-person-61,Gregory R. Lee,
W3003257820-person-62,Hervé Audren,
W3003257820-person-63,Irvin Probst,
W3003257820-person-64,Jörg P. Dietrich,
W3003257820-person-65,Jacob Silterra,
W3003257820-person-66,James T Webber,
W3003257820-person-67,Janko Slavič,
W3003257820-person-68,Joel Nothman,
W3003257820-person-69,Johannes Buchner,
W3003257820-person-70,Johannes Kulick,
W3003257820-person-71,Johannes L. Schönberger,
W3003257820-person-72,José Vinícius de Miranda Cardoso,
W3003257820-person-73,Joscha Reimer,
W3003257820-person-74,Joseph Harrington,
W3003257820-person-75,Juan Luis Cano Rodríguez,
W3003257820-person-76,Juan Nunez-Iglesias,
W3003257820-person-77,Justin Kuczynski,
W3003257820-person-78,Kevin Tritz,
W3003257820-person-79,Martin Thoma,
W3003257820-person-80,Matthew Newville,
W3003257820-person-81,Matthias Kümmerer,
W3003257820-person-82,Maximilian Bolingbroke,
W3003257820-person-83,Michael Tartre,
W3003257820-person-84,Mikhail Pak,
W3003257820-person-85,Nathaniel J. Smith,
W3003257820-person-86,Nikolai Nowaczyk,
W3003257820-person-87,Nikolay Shebanov,
W3003257820-person-88,Oleksandr Pavlyk,
W3003257820-person-89,Per A. Brodtkorb,
W3003257820-person-90,Perry Lee,
W3003257820-person-91,Robert T. McGibbon,
W3003257820-person-92,Roman Feldbauer,
W3003257820-person-93,Sam Lewis,
W3003257820-person-94,Sam Tygier,
W3003257820-person-95,Scott Sievert,
W3003257820-person-96,Sebastiano Vigna,
W3003257820-person-97,Stefan Peterson,
W3003257820-person-98,Surhud More,
W3003257820-person-99,Tadeusz Pudlik,
A5004613714,Subha Kalyaanamoorthy,https://orcid.org/0000-0003-0854-6449
A5019880902,Bùi Quang Minh,https://orcid.org/0000-0002-5535-6560
A5091416583,Thomas K. F. Wong,https://orcid.org/0000-0002-0580-6324
A5085983122,Arndt von Haeseler,https://orcid.org/0000-0002-3366-4458
A5023435254,Lars S. Jermiin,https://orcid.org/0000-0002-9619-3809
A5027561072,Benjamin J. Callahan,https://orcid.org/0000-0002-8752-117X
A5053271325,Michael Rosen,https://orcid.org/0000-0002-8842-6692
A5109270097,Andrew Han,
A5013259998,Amy Jo A Johnson,
A5029419214,Daehwan Kim,https://orcid.org/0000-0003-1182-629X
A5009556658,Ben Langmead,https://orcid.org/0000-0003-2437-1976
A5010384159,Steven L. Salzberg,https://orcid.org/0000-0002-8859-7432
A5050085853,Johannes Schindelin,
A5021284069,Ignacio Arganda‐Carreras,https://orcid.org/0000-0003-0229-5722
A5005279299,Erwin Frise,https://orcid.org/0000-0002-9281-4567
A5055757900,Verena Kaynig,https://orcid.org/0000-0002-3520-0577
A5024201884,Mark Longair,https://orcid.org/0000-0002-2192-438X
A5081122949,Tobias Pietzsch,https://orcid.org/0000-0002-9477-3957
A5036369136,Stephan Preibisch,https://orcid.org/0000-0002-0276-494X
A5078540488,Curtis Rueden,https://orcid.org/0000-0001-7055-6707
A5024381551,Stephan Saalfeld,https://orcid.org/0000-0002-4106-1761
A5003321899,Benjamin Schmid,https://orcid.org/0000-0002-9327-2296
A5068316606,Jean-Yves Tinévez,https://orcid.org/0000-0002-0998-4718
A5065589000,Daniel J. White,https://orcid.org/0000-0002-1799-5804
A5023873563,Volker Hartenstein,https://orcid.org/0000-0001-9676-7393
A5042671050,Pavel Tomančák,https://orcid.org/0000-0002-2222-9370
A5042603640,Albert Cardona,https://orcid.org/0000-0003-4941-6536
A5087352477,Diego Darriba,https://orcid.org/0000-0001-5482-3932
A5049011209,Guillermo L. Taboada,https://orcid.org/0000-0002-6281-6641
A5070686724,Ramón Doallo,https://orcid.org/0000-0002-6011-3387
A5042649313,David Posada,https://orcid.org/0000-0003-1407-3406
A5111881458,Caroline A Schneider,
A5052725140,Wayne Rasband,
A5010413374,Kevin W. Eliceiri,https://orcid.org/0000-0001-8678-670X
A5038626201,J. Gregory Caporaso,https://orcid.org/0000-0002-8865-1670
A5058269883,Justin Kuczynski,
A5060535917,Jesse Stombaugh,https://orcid.org/0000-0001-9631-0748
A5066967353,Kyle Bittinger,https://orcid.org/0000-0003-3472-5934
A5016535188,Frederic D. Bushman,https://orcid.org/0000-0003-4740-4056
A5068609634,Elizabeth K. Costello,https://orcid.org/0000-0002-6441-2931
A5090803123,Noah Fierer,https://orcid.org/0000-0002-6432-4261
A5002676856,Antonio González Peña,
A5056352168,Julia K. Goodrich,https://orcid.org/0000-0003-0480-1924
A5063884903,Jeffrey I. Gordon,https://orcid.org/0000-0001-8304-3548
A5091335490,Gavin Huttley,https://orcid.org/0000-0001-7224-2074
A5049973896,Scott T. Kelley,https://orcid.org/0000-0001-9547-4169
A5082358375,Dan Knights,https://orcid.org/0000-0002-8205-2511
A5056719307,Jeremy E. Koenig,
A5066589732,Ruth E. Ley,https://orcid.org/0000-0002-9087-1672
A5086938254,Catherine Lozupone,https://orcid.org/0000-0003-4786-7202
A5022461817,Daniel McDonald,https://orcid.org/0000-0003-0876-9060
A5081824427,Brian D. Muegge,https://orcid.org/0000-0002-0044-3704
A5058228910,Meg Pirrung,
A5112342016,Jens Reeder,
A5038465847,Joel Sevinsky,https://orcid.org/0000-0003-0512-2827
A5079232459,Peter J. Turnbaugh,https://orcid.org/0000-0002-0888-2875
A5084222883,William A. Walters,https://orcid.org/0000-0003-1716-3984
A5079552180,Jeremy Widmann,
A5038876085,Tanya Yatsunenko,
A5037261939,Jesse Zaneveld,https://orcid.org/0000-0002-9823-810X
A5033881627,Rob Knight,https://orcid.org/0000-0002-0975-9019
A5022376808,Qing Hua Wang,https://orcid.org/0000-0002-7982-7275
A5067220816,Kourosh Kalantar‐Zadeh,https://orcid.org/0000-0001-6109-132X
A5026176713,András Kis,https://orcid.org/0000-0002-3426-7702
A5030331900,Jonathan N. Coleman,https://orcid.org/0000-0001-9659-9721
A5041330438,Michael S. Strano,https://orcid.org/0000-0003-2944-808X
A5001854674,Thomas D. Schmittgen,https://orcid.org/0000-0002-2812-8546
A5055590197,Kenneth J. Livak,https://orcid.org/0000-0001-9105-5856
A5023278037,Da Wei Huang,https://orcid.org/0000-0002-6793-9966
A5070432400,Brad T. Sherman,https://orcid.org/0000-0001-5815-7359
A5085875110,Richard A. Lempicki,https://orcid.org/0000-0002-7059-409X
A5076787674,Elda Dermyshi,
A5101621486,Yizhong Wang,https://orcid.org/0000-0003-0964-3849
A5066162583,Chongbing Yan,https://orcid.org/0000-0002-1580-5755
A5057325863,Wenchao Hong,
A5078408795,Gang Qiu,https://orcid.org/0000-0001-6626-1404
A5101587265,Xiaohui Gong,https://orcid.org/0000-0003-4696-1168
A5100458374,Ting Zhang,https://orcid.org/0000-0003-4229-6332
A5052435039,Simon Osindero,
A5003271205,Yee‐Whye Teh,
A5053148274,Sepp Hochreiter,https://orcid.org/0000-0001-7449-2528
A5071172037,Jürgen Schmidhuber,
A5078334892,Kurt Hornik,https://orcid.org/0000-0003-4198-9911
A5085804894,Maxwell B. Stinchcombe,
A5103455390,Halbert White,
A5090721600,Krzysztof J. Cios,https://orcid.org/0000-0001-5808-5316
A5076161610,Mark E. Shields,
A5111752493,N. Tzourio-Mazoyer,
A5038278091,Brigitte Landeau,
A5004628558,Dimitri Papathanassiou,
A5066230939,Fabrice Crivello,https://orcid.org/0000-0001-6950-984X
A5051457645,Olivier Etard,https://orcid.org/0000-0003-3661-0233
A5049498403,Nicolas Delcroix,
A5040742305,Bernard Mazoyer,https://orcid.org/0000-0003-0970-2837
A5020023263,Marc Joliot,https://orcid.org/0000-0001-7792-308X
A5074628106,Guy M. McKhann,https://orcid.org/0000-0002-9695-3564
A5110843805,David A. Drachman,
A5111864214,Marshall Folstein,
A5037028051,Robert Katzman,
A5103415629,Donald D. Price,https://orcid.org/0000-0002-8971-7184
A5042905021,Emanuel M. Stadlan,
A5084703314,Miklós Palkovits,https://orcid.org/0000-0003-0578-0387
A5056349538,R. C. Oldfield,
A5112999757,Na Zhu,https://orcid.org/0009-0001-5499-8756
A5043631759,Dingyu Zhang,https://orcid.org/0000-0002-9277-5705
A5057178901,Wen‐Ching Wang,https://orcid.org/0000-0002-7422-3667
A5031203283,Jingdong Song,https://orcid.org/0000-0001-8808-1981
A5079882302,Xiang Zhao,https://orcid.org/0000-0002-1168-3439
A5063481153,Baoying Huang,https://orcid.org/0000-0001-9516-1146
A5079289072,Weifeng Shi,https://orcid.org/0000-0002-8717-2942
A5112492347,Roujian Lu,https://orcid.org/0000-0002-3362-662X
A5045195522,Peihua Niu,https://orcid.org/0000-0001-5930-4234
A5109113291,Faxian Zhan,
A5078433604,Xuejun Ma,https://orcid.org/0000-0001-5891-5260
A5101759768,Dayan Wang,https://orcid.org/0000-0002-4990-1016
A5102005952,Wenbo Xu,https://orcid.org/0000-0001-5911-8837
A5042900498,Guizhen Wu,https://orcid.org/0000-0003-2778-4290
A5053933911,Wenjie Tan,
A5101633572,Wei‐jie Guan,https://orcid.org/0000-0001-5463-391X
A5034117843,Zhengyi Ni,
A5100523570,Yu Hu,https://orcid.org/0009-0009-1746-0402
A5031255136,Wenhua Liang,https://orcid.org/0000-0002-1391-8238
A5101506716,Chun‐Quan Ou,https://orcid.org/0000-0001-6866-7213
A5100751322,Jianxing He,https://orcid.org/0000-0003-1737-8192
A5100349482,Lei Liu,https://orcid.org/0000-0001-6764-3260
A5022408293,Hong Shan,https://orcid.org/0000-0001-6640-1390
A5110843713,Chunliang Lei,
A5089024033,David S.C. Hui,https://orcid.org/0000-0003-4382-2445
A5012294390,Bin Du,https://orcid.org/0000-0001-6237-2895
A5057422995,Lanjuan Li,https://orcid.org/0000-0001-6945-0593
A5065458315,Guang Zeng,https://orcid.org/0000-0002-5201-9796
A5074675036,Kwok‐Yung Yuen,https://orcid.org/0000-0002-2083-1552
A5061008437,Ruchong Chen,https://orcid.org/0000-0001-5376-8230
A5103136145,Chunli Tang,https://orcid.org/0009-0004-7902-2620
A5100453619,Tao Wang,https://orcid.org/0000-0002-8943-7916
A5012491543,Pingyan Chen,https://orcid.org/0000-0002-3747-8003
A5101520726,Jie Xiang,https://orcid.org/0000-0001-6601-5481
A5101728447,Shiyue Li,https://orcid.org/0000-0001-8213-6566
A5112505276,Jinlin Wang,https://orcid.org/0000-0003-0525-6649
A5087858925,Zijing Liang,
A5109466473,Yixiang Peng,
A5100751018,Wei Li,https://orcid.org/0000-0002-5257-7130
A5008676917,Yong Liu,https://orcid.org/0000-0002-5208-888X
A5102707681,Yahua Hu,https://orcid.org/0000-0003-3115-5956
A5100416329,Peng Peng,https://orcid.org/0000-0002-8170-8961
A5100707507,Jianming Wang,https://orcid.org/0000-0002-9151-284X
A5101887888,Jiyang Liu,https://orcid.org/0000-0002-9858-0060
A5113360709,Zhong Chen,https://orcid.org/0009-0007-6692-2648
A5100438769,Gang Li,https://orcid.org/0000-0003-1583-641X
A5110448998,Zhijian Zheng,
A5032532898,Shaoqin Qiu,
A5067095480,Jie Luo,https://orcid.org/0000-0002-3276-115X
A5018142228,Chang-jiang Ye,
A5110669068,Shaoyong Zhu,
A5101475024,Nanshan Zhong,https://orcid.org/0000-0003-2274-1427
A5100426166,Qun Li,https://orcid.org/0000-0002-5754-7619
A5112245971,Xuhua Guan,
A5011439848,Peng Wu,https://orcid.org/0000-0003-1157-9401
A5100668249,Xiaoye Wang,https://orcid.org/0000-0003-3540-0277
A5101714940,Lei Zhou,https://orcid.org/0000-0002-6640-0774
A5030155090,Yeqing Tong,https://orcid.org/0000-0001-5652-0564
A5112645115,Ruiqi Ren,
A5029917806,Kathy Leung,https://orcid.org/0000-0003-4777-388X
A5068660339,Eric H. Y. Lau,https://orcid.org/0000-0002-6688-9637
A5057572365,Jessica Y. Wong,https://orcid.org/0000-0001-5309-1661
A5042728044,Xuesen Xing,
A5110760432,Nijuan Xiang,
A5101874184,Yang Wu,https://orcid.org/0000-0003-1345-5568
A5100323172,Chao Li,https://orcid.org/0000-0002-1950-0190
A5100340176,Qi Chen,https://orcid.org/0000-0002-6190-0403
A5100380730,Dan Li,https://orcid.org/0000-0002-4542-4953
A5113745163,Tian Liu,
A5101626696,Jing Zhao,https://orcid.org/0000-0002-0345-867X
A5100658156,Man Liu,https://orcid.org/0000-0002-1390-7862
A5101109502,Wenxiao Tu,
A5042452119,Chuding Chen,
A5074584778,Lianmei Jin,https://orcid.org/0000-0002-6874-9259
A5111759101,Rui Yang,https://orcid.org/0009-0008-3970-4351
A5086654710,Qi Wang,https://orcid.org/0000-0002-7091-5666
A5110798721,Suhua Zhou,
